City,State,Latitude,Longitude,Year,Month,NDVI,NDBI,NDWI,Elevation (m),LST (°C)
Tiruppur,Tamil Nādu,11.1075,77.3398,2022,March,0.2321,0.0072,-0.211,305,39.28
Jamnagar,Gujarāt,22.47,70.07,2022,March,0.2001,0.0777,-0.2417,21,38.06
Gurgaon,Haryāna,28.4667,77.0333,2022,March,0.1354,0.027,-0.2386,224,35.56
Aligarh,Uttar Pradesh,27.88,78.08,2022,March,0.2399,-0.0165,-0.2731,190,36.67
Jalandhar,Punjab,31.3256,75.5792,2022,March,0.1606,0.0537,-0.2207,242,34.66
Bhubaneshwar,Odisha,20.295,85.825,2022,March,0.1572,0.0175,-0.2196,47,34.9
Bhayandar,Mahārāshtra,19.3,72.85,2022,March,0.2314,0.1594,-0.3081,9,37.98
Narela,Delhi,28.85,77.1,2022,March,0.542,-0.1582,-0.53,212,33.13
Shishgarh,Uttar Pradesh,28.72,79.32,2022,March,0.7929,-0.359,-0.7208,181,29.54
Thiruvananthapuram,Kerala,8.4875,76.9525,2022,March,0.0642,0.0869,-0.1358,15,36.94
Dispur,Assam,26.15,91.77,2022,March,0.3314,0.0869,-0.3627,116,32.28
Durgapur,West Bengal,23.55,87.32,2022,March,0.2914,0.0446,-0.3502,90,34.86
Bhiwandi,Mahārāshtra,19.3,73.0667,2022,March,0.0318,-0.1224,-0.0899,25,42.5
Saharanpur,Uttar Pradesh,29.964,77.546,2022,March,0.0935,0.0976,-0.1656,280,33.89
Shiliguri,West Bengal,26.72,88.42,2022,March,0.2271,0.0383,-0.2563,119,34.37
Avadi,Tamil Nādu,13.1147,80.1098,2022,March,0.2326,0.1181,-0.2918,32,34.68
Salem,Tamil Nādu,11.65,78.1667,2022,March,0.0729,0.1175,-0.2041,285,37.08
Jui,Uttarākhand,29.67,78.9098,2022,March,0.7423,-0.0174,-0.7167,890,28.21
Amaldu,Uttarākhand,29.9333,78.5333,2022,March,0.3651,0.0804,-0.4039,1406,28.36
Kimsar,Jammu and Kashmīr,34.5,74.5333,2022,March,0.5303,-0.541,-0.5724,3058,8.85
Sinduri,Himāchal Pradesh,30.7167,77.15,2022,March,0.408,0.0054,-0.4532,943,28.35
Gorakhpur,Uttar Pradesh,26.7611,83.3667,2022,March,0.1252,0.1177,-0.1848,84,34.3
Guntur,Andhra Pradesh,16.3,80.45,2022,March,0.1024,0.153,-0.1631,34,34.98
Karaikandi,Assam,24.8309,92.6143,2022,March,0.5921,-0.1238,-0.5306,20,31.38
Mumbai,Mahārāshtra,19.0758,72.8775,2022,April,0.0708,0.0683,-0.1155,5,39.66
Kolkata,West Bengal,22.5675,88.37,2022,April,0.0766,0.0606,-0.1733,6,36.44
Delhi,Delhi,28.66,77.23,2022,April,0.1995,0.0359,-0.3081,219,39.2
Chennai,Tamil Nādu,13.0825,80.275,2022,April,0.0487,0.1833,-0.1007,9,37.94
Bangalore,Karnātaka,12.9791,77.5913,2022,April,0.4535,-0.1222,-0.4347,924,34.2
Ahmedabad,Gujarāt,23.0219,72.5797,2022,April,0.3088,-0.0319,-0.3473,52,42.6
Pune,Mahārāshtra,18.5211,73.8553,2022,April,0.2397,0.0196,-0.2891,554,40.45
Hyderabad,Telangāna,17.3617,78.4747,2022,April,0.109,0.1124,-0.2384,508,38.33
Surat,Gujarāt,21.205,72.84,2022,April,0.163,0.0858,-0.2766,14,41.98
Prayagraj,Uttar Pradesh,25.45,81.85,2022,April,0.3066,0.0203,-0.389,95,39.78
Kanpur,Gujarāt,24.285,72.6933,2022,April,0.3915,-0.025,-0.4429,335,48.6
Kanpur,Uttar Pradesh,26.4725,80.3311,2022,April,0.1125,0.0843,-0.1761,132,40.44
Belahi,Bihār,25.7167,86.4,2022,April,0.4744,-0.146,-0.4284,41,31.33
Vadodara,Gujarāt,22.3,73.2,2022,April,0.2022,0.02,-0.2653,38,42.3
Nadampalaiyam,Tamil Nādu,11.1793,77.376,2022,April,0.1485,0.1363,-0.2222,318,38.46
Lucknow,Uttar Pradesh,26.847,80.947,2022,April,0.0925,0.1033,-0.1613,115,39.11
Kannankulam,Kerala,10.4799,76.1131,2022,April,0.0218,-0.0049,-0.018,13,31.91
Mahuakheraganj,Uttarākhand,29.13,78.95,2022,April,0.2112,0.0121,-0.2974,222,36.27
Nagla,Uttarākhand,29.01,79.51,2022,April,0.4307,0.0412,-0.4782,227,35.52
Jaipur,Rājasthān,26.915,75.82,2022,April,0.3988,-0.039,-0.4581,441,41.61
Kottarassheri,Kerala,10.6167,76.5333,2022,April,0.1776,-0.0362,-0.1699,147,32.44
Attadappa,Kerala,11.85,75.4167,2022,April,0.5831,-0.1749,-0.5134,37,31.94
Barmhan Kalan,Madhya Pradesh,23.0333,79.0167,2022,April,0.471,-0.021,-0.5267,337,41.98
Gorakhpur,Chhattīsgarh,22.1688,81.6042,2022,April,0.1901,0.1322,-0.3217,305,43.71
Nagpur,Mahārāshtra,21.1497,79.0806,2022,April,0.2484,0.0162,-0.3175,318,41.55
Guwahati,Assam,26.1806,91.7502,2022,April,0.0688,0.1458,-0.1127,57,29.87
Ghaziabad,Uttar Pradesh,28.6667,77.4167,2022,April,0.1969,0.0107,-0.2561,211,39.35
Coimbatore,Tamil Nādu,11.0008,76.9633,2022,April,0.296,0.0336,-0.302,417,37.12
Patna,Bihār,25.61,85.1414,2022,April,0.1028,0.175,-0.2162,63,35.34
Rajkot,Gujarāt,22.2969,70.7984,2022,April,0.0912,0.1507,-0.1727,134,43.64
Vishakhapatnam,Andhra Pradesh,17.6939,83.2922,2022,April,0.294,0.095,-0.3518,12,34.86
Indore,Madhya Pradesh,22.7186,75.855,2022,April,0.0884,0.1636,-0.1933,553,42.72
Abhepur,Punjab,30.6667,76.8333,2022,April,0.1739,0.0194,-0.2634,311,38.6
Gumanwala,Uttarākhand,29.9333,77.9,2022,April,0.2372,0.093,-0.3674,277,35.51
Thane,Mahārāshtra,19.18,72.9633,2022,April,0.594,-0.2013,-0.605,14,37.18
Bhopal,Madhya Pradesh,23.25,77.4167,2022,April,0.0961,0.0995,-0.1651,512,40.07
Agra,Uttar Pradesh,27.18,78.02,2022,April,0.2274,0.0874,-0.3568,184,40.82
Peyanvilai,Tamil Nādu,8.5674,78.1046,2022,April,0.2267,0.0229,-0.2956,8,37.55
Pimpri-Chinchwad,Mahārāshtra,18.6278,73.8131,2022,April,0.7273,-0.265,-0.7185,584,41.88
Harbatpur,Uttarākhand,30.45,77.73,2022,April,0.2418,0.0739,-0.3203,445,36.28
Saundhonwali,Uttarākhand,30.3331,77.9608,2022,April,0.0504,0.079,-0.1331,612,35.86
Ludhiana,Punjab,30.9083,75.8486,2022,April,0.3006,-0.0667,-0.3602,243,39.42
Meerut,Uttar Pradesh,28.98,77.7064,2022,April,0.1051,0.099,-0.2103,228,39.41
Madurai,Tamil Nādu,9.9197,78.1194,2022,April,0.0466,-0.1263,-0.0099,141,38.77
Nasik,Mahārāshtra,20.0,73.7833,2022,April,0.119,0.1099,-0.2064,588,41.74
Faridabad,Haryāna,28.4167,77.3,2022,April,0.3044,0.0038,-0.3408,208,40.18
Madarpur,Bihār,26.227,84.6746,2022,April,0.1717,0.0879,-0.2526,69,34.38
Najafgarh,Delhi,28.6125,76.9847,2022,April,0.0796,0.0854,-0.1771,220,40.58
Jabalpur,Madhya Pradesh,23.1667,79.9333,2022,April,0.1226,0.1115,-0.2283,399,42.58
Madanpur,Uttarākhand,29.326,79.1537,2022,April,0.2303,0.1038,-0.3905,315,36.96
Kamalwaganja Gaur,Uttarākhand,29.2117,79.4654,2022,April,0.4479,0.0617,-0.4946,383,38.6
Kalyan,Mahārāshtra,19.25,73.15,2022,April,0.1839,0.0814,-0.2511,10,39.88
Asansol,West Bengal,23.6833,86.9667,2022,April,0.1233,0.1401,-0.2154,125,38.1
Vijayawada ,Andhra Pradesh,16.5167,80.6167,2022,April,0.3336,-0.0098,-0.3388,27,33.27
Vasai-Virar,Mahārāshtra,19.47,72.8,2022,April,0.1497,0.2182,-0.2712,0,40.45
Varanasi,Uttar Pradesh,25.3189,83.0128,2022,April,0.2002,0.0599,-0.3185,78,39.14
Kalleli,Kerala,9.2,76.8833,2022,April,0.4492,-0.3262,-0.3802,133,29.68
Srinagar,Jammu and Kashmīr,34.0911,74.8061,2022,April,0.1274,0.0894,-0.1709,1595,30.36
Aurangabad,Mahārāshtra,19.88,75.32,2022,April,0.221,0.0528,-0.3057,564,44.68
Dhanbad,Jhārkhand,23.7928,86.435,2022,April,0.4535,0.0128,-0.5512,245,37.81
Amritsar,Punjab,31.6269,74.877,2022,April,0.0663,0.0423,-0.1465,234,38.91
Haora,West Bengal,22.58,88.3294,2022,April,0.151,0.1504,-0.2267,12,34.52
Ranchi,Jhārkhand,23.3556,85.3347,2022,April,0.5286,-0.106,-0.5406,643,39.05
Gwalior,Madhya Pradesh,26.2125,78.1775,2022,April,0.0579,0.1393,-0.1908,215,42.22
Jodhpur,Rājasthān,26.2944,73.0278,2022,April,0.1581,0.0344,-0.2274,251,43.14
Chandigarh,Chandīgarh,30.7364,76.7883,2022,April,0.411,-0.0535,-0.4541,349,37.32
Raipur,Chhattīsgarh,21.2379,81.6337,2022,April,0.1098,0.0504,-0.1752,309,38.6
Warangal,Telangāna,17.9756,79.6011,2022,April,0.0978,0.1456,-0.1841,269,36.6
Kota,Rājasthān,25.18,75.83,2022,April,0.1032,0.0353,-0.1974,230,41.38
Bareilly,Uttar Pradesh,28.364,79.415,2022,April,0.1069,0.1133,-0.1735,180,38.68
Solapur,Mahārāshtra,17.6703,75.9011,2022,April,0.1697,0.1027,-0.2066,474,41.74
Hubli,Karnātaka,15.3108,75.0925,2022,April,0.2189,0.1191,-0.2645,618,35.46
Mysore,Karnātaka,12.3086,76.6531,2022,April,0.0597,0.2033,-0.0989,747,32.29
Trichinopoly,Tamil Nādu,10.8269,78.6928,2022,April,0.2587,0.0389,-0.2751,74,38.36
Moradabad,Uttar Pradesh,28.8389,78.7769,2022,April,0.1138,0.0736,-0.2218,205,38.62
Tiruppur,Tamil Nādu,11.1075,77.3398,2022,April,0.3518,-0.0873,-0.3033,305,36.19
Jamnagar,Gujarāt,22.47,70.07,2022,April,0.1965,0.0231,-0.2502,21,41.59
Gurgaon,Haryāna,28.4667,77.0333,2022,April,0.1991,-0.0064,-0.2865,224,40.0
Aligarh,Uttar Pradesh,27.88,78.08,2022,April,0.2231,0.0072,-0.2828,190,40.8
Jalandhar,Punjab,31.3256,75.5792,2022,April,0.1387,0.0496,-0.2177,242,39.2
Bhubaneshwar,Odisha,20.295,85.825,2022,April,0.1429,0.0396,-0.2325,47,36.06
Bhayandar,Mahārāshtra,19.3,72.85,2022,April,0.2014,0.1424,-0.2558,9,38.62
Narela,Delhi,28.85,77.1,2022,April,0.5032,-0.1469,-0.5264,212,38.83
Shishgarh,Uttar Pradesh,28.72,79.32,2022,April,0.5242,-0.0875,-0.5482,181,35.08
Thiruvananthapuram,Kerala,8.4875,76.9525,2022,April,0.0668,0.0654,-0.1156,15,33.52
Dispur,Assam,26.15,91.77,2022,April,0.5452,-0.0332,-0.4866,116,31.34
Durgapur,West Bengal,23.55,87.32,2022,April,0.2599,0.0559,-0.3329,90,37.38
Bhiwandi,Mahārāshtra,19.3,73.0667,2022,April,0.0423,-0.0705,-0.1072,25,42.36
Saharanpur,Uttar Pradesh,29.964,77.546,2022,April,0.1023,0.102,-0.2179,280,38.18
Shiliguri,West Bengal,26.72,88.42,2022,April,0.2095,-0.048,-0.2086,119,31.68
Avadi,Tamil Nādu,13.1147,80.1098,2022,April,0.2637,0.0742,-0.3308,32,37.94
Salem,Tamil Nādu,11.65,78.1667,2022,April,0.058,0.0905,-0.1631,285,38.04
Jui,Uttarākhand,29.67,78.9098,2022,April,0.7855,-0.1791,-0.7195,890,31.79
Amaldu,Uttarākhand,29.9333,78.5333,2022,April,0.282,0.1049,-0.3506,1406,33.1
Kimsar,Jammu and Kashmīr,34.5,74.5333,2022,April,0.6358,-0.0928,-0.6042,3058,19.25
Sinduri,Himāchal Pradesh,30.7167,77.15,2022,April,0.42,-0.0369,-0.4631,943,33.56
Gorakhpur,Uttar Pradesh,26.7611,83.3667,2022,April,0.14,0.095,-0.2368,84,36.86
Guntur,Andhra Pradesh,16.3,80.45,2022,April,0.161,0.1014,-0.2076,34,37.7
Karaikandi,Assam,24.8309,92.6143,2022,April,0.6172,-0.2191,-0.517,20,27.78
Mumbai,Mahārāshtra,19.0758,72.8775,2022,May,0.0568,0.0004,-0.1372,5,36.04
Kolkata,West Bengal,22.5675,88.37,2022,May,0.0365,-0.0266,-0.0269,6,34.62
Delhi,Delhi,28.66,77.23,2022,May,0.2307,0.0337,-0.3013,219,35.07
Chennai,Tamil Nādu,13.0825,80.275,2022,May,0.0133,0.2946,-0.0521,9,35.88
Bangalore,Karnātaka,12.9791,77.5913,2022,May,0.2703,-0.1114,-0.2434,924,29.77
Ahmedabad,Gujarāt,23.0219,72.5797,2022,May,0.2926,-0.0502,-0.3266,52,38.65
Pune,Mahārāshtra,18.5211,73.8553,2022,May,0.3213,0.0005,-0.3503,554,36.67
Hyderabad,Telangāna,17.3617,78.4747,2022,May,0.0851,0.0648,-0.1586,508,37.44
Surat,Gujarāt,21.205,72.84,2022,May,0.166,0.0714,-0.2453,14,38.94
Prayagraj,Uttar Pradesh,25.45,81.85,2022,May,0.258,0.0207,-0.3054,95,36.22
Kanpur,Gujarāt,24.285,72.6933,2022,May,0.3179,0.0049,-0.3666,335,44.44
Kanpur,Uttar Pradesh,26.4725,80.3311,2022,May,0.1018,0.0993,-0.1798,132,37.0
Belahi,Bihār,25.7167,86.4,2022,May,0.6245,-0.1905,-0.557,41,33.17
Vadodara,Gujarāt,22.3,73.2,2022,May,0.2167,0.0075,-0.2835,38,38.92
Nadampalaiyam,Tamil Nādu,11.1793,77.376,2022,May,0.1439,0.0984,-0.1901,318,35.96
Lucknow,Uttar Pradesh,26.847,80.947,2022,May,0.092,0.0919,-0.1525,115,35.25
Kannankulam,Kerala,10.4799,76.1131,2022,May,0.1324,-0.0706,-0.0961,13,30.86
Mahuakheraganj,Uttarākhand,29.13,78.95,2022,May,0.2789,-0.0258,-0.3078,222,33.11
Nagla,Uttarākhand,29.01,79.51,2022,May,0.3559,0.0569,-0.3822,227,34.76
Jaipur,Rājasthān,26.915,75.82,2022,May,0.4007,-0.0436,-0.4585,441,39.55
Kottarassheri,Kerala,10.6167,76.5333,2022,May,0.3625,-0.0534,-0.3498,147,28.97
Attadappa,Kerala,11.85,75.4167,2022,May,-0.0762,-0.3977,0.1578,37,27.21
Barmhan Kalan,Madhya Pradesh,23.0333,79.0167,2022,May,0.4203,-0.0282,-0.5021,337,39.07
Gorakhpur,Chhattīsgarh,22.1688,81.6042,2022,May,0.157,0.1067,-0.304,305,41.48
Nagpur,Mahārāshtra,21.1497,79.0806,2022,May,0.227,0.0005,-0.2953,318,39.78
Guwahati,Assam,26.1806,91.7502,2022,May,0.0704,0.1733,-0.0886,57,32.56
Ghaziabad,Uttar Pradesh,28.6667,77.4167,2022,May,0.2276,0.0254,-0.2609,211,35.4
Coimbatore,Tamil Nādu,11.0008,76.9633,2022,May,0.3306,0.0,-0.3285,417,37.04
Patna,Bihār,25.61,85.1414,2022,May,0.0906,0.1416,-0.1425,63,34.14
Rajkot,Gujarāt,22.2969,70.7984,2022,May,0.0973,0.1002,-0.1635,134,40.72
Vishakhapatnam,Andhra Pradesh,17.6939,83.2922,2022,May,0.2776,0.0488,-0.3253,12,32.42
Indore,Madhya Pradesh,22.7186,75.855,2022,May,0.0702,0.1319,-0.1546,553,40.82
Abhepur,Punjab,30.6667,76.8333,2022,May,0.1438,0.0427,-0.2075,311,36.37
Gumanwala,Uttarākhand,29.9333,77.9,2022,May,0.2107,0.0986,-0.3123,277,33.1
Thane,Mahārāshtra,19.18,72.9633,2022,May,0.4285,-0.2108,-0.4635,14,34.82
Bhopal,Madhya Pradesh,23.25,77.4167,2022,May,0.0744,0.0924,-0.1409,512,38.41
Agra,Uttar Pradesh,27.18,78.02,2022,May,0.212,0.1039,-0.3608,184,37.3
Peyanvilai,Tamil Nādu,8.5674,78.1046,2022,May,0.2404,0.0148,-0.295,8,36.07
Pimpri-Chinchwad,Mahārāshtra,18.6278,73.8131,2022,May,0.5824,-0.2184,-0.5706,584,37.74
Harbatpur,Uttarākhand,30.45,77.73,2022,May,0.1635,0.0368,-0.1707,445,34.09
Saundhonwali,Uttarākhand,30.3331,77.9608,2022,May,0.0656,0.0691,-0.1212,612,33.85
Ludhiana,Punjab,30.9083,75.8486,2022,May,0.2848,-0.0149,-0.3691,243,37.77
Meerut,Uttar Pradesh,28.98,77.7064,2022,May,0.0851,0.0968,-0.1816,228,35.38
Madurai,Tamil Nādu,9.9197,78.1194,2022,May,0.1253,0.2887,-0.2576,141,38.68
Nasik,Mahārāshtra,20.0,73.7833,2022,May,0.1004,0.0819,-0.1403,588,38.66
Faridabad,Haryāna,28.4167,77.3,2022,May,0.2611,0.0339,-0.321,208,35.34
Madarpur,Bihār,26.227,84.6746,2022,May,0.1567,0.0675,-0.1979,69,35.79
Najafgarh,Delhi,28.6125,76.9847,2022,May,0.0635,0.1247,-0.1779,220,36.97
Jabalpur,Madhya Pradesh,23.1667,79.9333,2022,May,0.1054,0.0893,-0.2018,399,40.34
Madanpur,Uttarākhand,29.326,79.1537,2022,May,0.1942,0.0624,-0.2824,315,32.7
Kamalwaganja Gaur,Uttarākhand,29.2117,79.4654,2022,May,0.4013,0.0635,-0.4389,383,34.85
Kalyan,Mahārāshtra,19.25,73.15,2022,May,0.1566,0.0462,-0.2162,10,37.76
Asansol,West Bengal,23.6833,86.9667,2022,May,0.1401,0.1123,-0.2087,125,36.31
Vijayawada ,Andhra Pradesh,16.5167,80.6167,2022,May,0.0108,-0.0052,0.0149,27,34.34
Vasai-Virar,Mahārāshtra,19.47,72.8,2022,May,0.1272,0.0494,-0.1923,0,36.11
Varanasi,Uttar Pradesh,25.3189,83.0128,2022,May,0.1704,0.0781,-0.2426,78,36.61
Kalleli,Kerala,9.2,76.8833,2022,May,0.5288,-0.3444,-0.4392,133,28.89
Srinagar,Jammu and Kashmīr,34.0911,74.8061,2022,May,0.1479,0.1686,-0.1839,1595,33.36
Aurangabad,Mahārāshtra,19.88,75.32,2022,May,0.2257,0.0249,-0.2978,564,42.11
Dhanbad,Jhārkhand,23.7928,86.435,2022,May,0.4271,-0.0095,-0.4638,245,34.35
Amritsar,Punjab,31.6269,74.877,2022,May,0.054,0.0772,-0.1449,234,39.61
Haora,West Bengal,22.58,88.3294,2022,May,-0.1588,0.0366,0.2012,12,34.1
Ranchi,Jhārkhand,23.3556,85.3347,2022,May,0.54,-0.1314,-0.5213,643,35.81
Gwalior,Madhya Pradesh,26.2125,78.1775,2022,May,0.0966,0.1141,-0.1694,215,39.83
Jodhpur,Rājasthān,26.2944,73.0278,2022,May,0.1238,0.0493,-0.1878,251,40.74
Chandigarh,Chandīgarh,30.7364,76.7883,2022,May,0.3881,-0.0467,-0.4038,349,35.09
Raipur,Chhattīsgarh,21.2379,81.6337,2022,May,0.0784,0.0946,-0.1436,309,37.74
Warangal,Telangāna,17.9756,79.6011,2022,May,0.0441,0.1292,-0.1188,269,38.13
Kota,Rājasthān,25.18,75.83,2022,May,0.0915,0.0763,-0.1598,230,39.6
Bareilly,Uttar Pradesh,28.364,79.415,2022,May,0.0848,0.1148,-0.1549,180,34.82
Solapur,Mahārāshtra,17.6703,75.9011,2022,May,0.1655,0.106,-0.2405,474,38.17
Hubli,Karnātaka,15.3108,75.0925,2022,May,0.1896,0.0467,-0.1554,618,31.79
Mysore,Karnātaka,12.3086,76.6531,2022,May,0.0145,0.1393,-0.0745,747,32.32
Trichinopoly,Tamil Nādu,10.8269,78.6928,2022,May,0.2125,-0.0343,-0.2473,74,36.88
Moradabad,Uttar Pradesh,28.8389,78.7769,2022,May,0.1294,0.1082,-0.1746,205,35.03
Tiruppur,Tamil Nādu,11.1075,77.3398,2022,May,0.4491,-0.0895,-0.4411,305,37.61
Jamnagar,Gujarāt,22.47,70.07,2022,May,0.1675,0.0289,-0.2191,21,39.01
Gurgaon,Haryāna,28.4667,77.0333,2022,May,0.2152,0.0316,-0.3121,224,35.87
Aligarh,Uttar Pradesh,27.88,78.08,2022,May,0.2112,0.0139,-0.2707,190,36.44
Jalandhar,Punjab,31.3256,75.5792,2022,May,0.0995,0.1118,-0.1766,242,39.23
Bhubaneshwar,Odisha,20.295,85.825,2022,May,0.1292,0.0212,-0.1917,47,35.09
Bhayandar,Mahārāshtra,19.3,72.85,2022,May,0.1865,0.0627,-0.2393,9,34.82
Narela,Delhi,28.85,77.1,2022,May,0.4917,-0.1392,-0.5445,212,35.04
Shishgarh,Uttar Pradesh,28.72,79.32,2022,May,0.2873,0.0442,-0.3583,181,32.55
Thiruvananthapuram,Kerala,8.4875,76.9525,2022,May,-0.0329,0.0536,0.0171,15,31.94
Dispur,Assam,26.15,91.77,2022,May,0.6013,-0.0843,-0.5158,116,35.51
Durgapur,West Bengal,23.55,87.32,2022,May,0.3308,0.0109,-0.3512,90,33.11
Bhiwandi,Mahārāshtra,19.3,73.0667,2022,May,0.0217,-0.1313,-0.068,25,39.52
Saharanpur,Uttar Pradesh,29.964,77.546,2022,May,0.0943,0.0999,-0.1511,280,35.11
Shiliguri,West Bengal,26.72,88.42,2022,May,0.1634,-0.0083,-0.1818,119,35.85
Avadi,Tamil Nādu,13.1147,80.1098,2022,May,0.2807,0.0232,-0.3323,32,35.63
Salem,Tamil Nādu,11.65,78.1667,2022,May,0.0358,0.0424,-0.1282,285,36.07
Jui,Uttarākhand,29.67,78.9098,2022,May,0.7684,-0.1959,-0.7161,890,28.97
Amaldu,Uttarākhand,29.9333,78.5333,2022,May,0.2545,0.1093,-0.3176,1406,29.16
Kimsar,Jammu and Kashmīr,34.5,74.5333,2022,May,0.6147,-0.1209,-0.5707,3058,18.83
Sinduri,Himāchal Pradesh,30.7167,77.15,2022,May,0.4265,-0.0372,-0.443,943,29.86
Gorakhpur,Uttar Pradesh,26.7611,83.3667,2022,May,0.1127,0.0849,-0.172,84,36.09
Guntur,Andhra Pradesh,16.3,80.45,2022,May,-0.0269,-0.0687,0.0601,34,37.25
Karaikandi,Assam,24.8309,92.6143,2022,May,0.5977,-0.2212,-0.4817,20,29.55
Mumbai,Mahārāshtra,19.0758,72.8775,2022,June,0.0321,-0.1596,0.0572,5,38.39
Kolkata,West Bengal,22.5675,88.37,2022,June,-0.1073,0.054,0.0307,6,36.2
Delhi,Delhi,28.66,77.23,2022,June,0.1701,-0.0075,-0.2651,219,38.15
Chennai,Tamil Nādu,13.0825,80.275,2022,June,0.048,0.2023,-0.0749,9,36.82
Bangalore,Karnātaka,12.9791,77.5913,2022,June,0.3883,-0.1248,-0.3628,924,30.61
Ahmedabad,Gujarāt,23.0219,72.5797,2022,June,0.3214,-0.0264,-0.3264,52,36.97
Pune,Mahārāshtra,18.5211,73.8553,2022,June,-0.0208,0.0283,0.0164,554,33.9
Hyderabad,Telangāna,17.3617,78.4747,2022,June,0.0785,0.0614,-0.182,508,36.91
Surat,Gujarāt,21.205,72.84,2022,June,0.0696,-0.0348,-0.0524,14,37.15
Prayagraj,Uttar Pradesh,25.45,81.85,2022,June,0.2973,0.0068,-0.365,95,37.51
Kanpur,Gujarāt,24.285,72.6933,2022,June,0.3452,-0.016,-0.4033,335,40.26
Kanpur,Uttar Pradesh,26.4725,80.3311,2022,June,0.0878,0.055,-0.1191,132,39.61
Belahi,Bihār,25.7167,86.4,2022,June,0.4107,-0.0719,-0.3808,41,35.71
Vadodara,Gujarāt,22.3,73.2,2022,June,0.1461,0.025,-0.1803,38,36.29
Nadampalaiyam,Tamil Nādu,11.1793,77.376,2022,June,0.1417,0.0241,-0.1793,318,35.84
Lucknow,Uttar Pradesh,26.847,80.947,2022,June,0.0819,0.1072,-0.1417,115,37.36
Kannankulam,Kerala,10.4799,76.1131,2022,June,0.0861,-0.3412,-0.0194,13,29.28
Mahuakheraganj,Uttarākhand,29.13,78.95,2022,June,0.3362,-0.0599,-0.3366,222,34.33
Nagla,Uttarākhand,29.01,79.51,2022,June,0.3199,0.0525,-0.3685,227,35.93
Jaipur,Rājasthān,26.915,75.82,2022,June,0.377,-0.0658,-0.3611,441,38.31
Attadappa,Kerala,11.85,75.4167,2022,June,0.3074,-0.1746,-0.2542,37,28.49
Barmhan Kalan,Madhya Pradesh,23.0333,79.0167,2022,June,0.4548,-0.0455,-0.51,337,38.38
Gorakhpur,Chhattīsgarh,22.1688,81.6042,2022,June,0.1524,0.1129,-0.2947,305,45.48
Nagpur,Mahārāshtra,21.1497,79.0806,2022,June,0.2507,-0.0334,-0.3098,318,39.61
Ghaziabad,Uttar Pradesh,28.6667,77.4167,2022,June,0.2044,-0.0187,-0.227,211,36.91
Coimbatore,Tamil Nādu,11.0008,76.9633,2022,June,0.2992,0.0521,-0.3166,417,35.7
Patna,Bihār,25.61,85.1414,2022,June,-0.0392,0.1166,-0.0561,63,35.44
Rajkot,Gujarāt,22.2969,70.7984,2022,June,0.0716,-0.0037,-0.0498,134,34.68
Indore,Madhya Pradesh,22.7186,75.855,2022,June,0.0565,0.1687,-0.1611,553,38.22
Abhepur,Punjab,30.6667,76.8333,2022,June,0.1455,0.0157,-0.2277,311,40.12
Gumanwala,Uttarākhand,29.9333,77.9,2022,June,0.3204,0.0036,-0.3934,277,34.55
Thane,Mahārāshtra,19.18,72.9633,2022,June,-0.0512,-0.1637,0.0604,14,35.59
Bhopal,Madhya Pradesh,23.25,77.4167,2022,June,0.0687,0.0614,-0.1021,512,35.53
Agra,Uttar Pradesh,27.18,78.02,2022,June,0.1828,0.0816,-0.3058,184,39.18
Peyanvilai,Tamil Nādu,8.5674,78.1046,2022,June,0.1451,0.0592,-0.205,8,37.99
Pimpri-Chinchwad,Mahārāshtra,18.6278,73.8131,2022,June,0.6032,-0.2763,-0.5515,584,35.69
Harbatpur,Uttarākhand,30.45,77.73,2022,June,0.2393,0.0657,-0.3085,445,37.24
Saundhonwali,Uttarākhand,30.3331,77.9608,2022,June,0.0569,0.0574,-0.1179,612,36.61
Ludhiana,Punjab,30.9083,75.8486,2022,June,0.3086,-0.0263,-0.3406,243,38.76
Meerut,Uttar Pradesh,28.98,77.7064,2022,June,0.1004,0.0704,-0.1827,228,38.82
Madurai,Tamil Nādu,9.9197,78.1194,2022,June,0.1403,0.2703,-0.3356,141,38.37
Nasik,Mahārāshtra,20.0,73.7833,2022,June,0.0765,0.0979,-0.1469,588,35.6
Faridabad,Haryāna,28.4167,77.3,2022,June,0.2336,-0.018,-0.267,208,37.46
Madarpur,Bihār,26.227,84.6746,2022,June,0.0845,0.0539,-0.1001,69,36.78
Najafgarh,Delhi,28.6125,76.9847,2022,June,0.0686,0.0993,-0.1205,220,38.99
Jabalpur,Madhya Pradesh,23.1667,79.9333,2022,June,0.0467,0.0643,-0.1209,399,43.41
Madanpur,Uttarākhand,29.326,79.1537,2022,June,0.2685,0.0006,-0.3155,315,35.06
Kamalwaganja Gaur,Uttarākhand,29.2117,79.4654,2022,June,0.3543,0.0294,-0.4169,383,37.08
Kalyan,Mahārāshtra,19.25,73.15,2022,June,-0.0224,-0.1005,0.0519,10,38.65
Asansol,West Bengal,23.6833,86.9667,2022,June,0.1874,0.0959,-0.2266,125,35.49
Vijayawada ,Andhra Pradesh,16.5167,80.6167,2022,June,0.304,-0.0708,-0.2406,27,37.33
Vasai-Virar,Mahārāshtra,19.47,72.8,2022,June,0.1601,-0.1522,-0.0613,0,35.64
Varanasi,Uttar Pradesh,25.3189,83.0128,2022,June,0.128,0.0923,-0.1945,78,37.09
