City,State,Latitude,Longitude,Year,Month,NDVI,NDBI,NDWI,Elevation (m),LST (°C)
Jamnagar,Gujarāt,22.47,70.07,2021,March,0.1942,0.1162,-0.2857,21,39.0
Gurgaon,Haryāna,28.4667,77.0333,2021,March,0.1152,0.0251,-0.2048,224,33.95
Aligarh,Uttar Pradesh,27.88,78.08,2021,March,0.1618,0.0067,-0.2052,190,34.25
Jalandhar,Punjab,31.3256,75.5792,2021,March,0.1155,0.0444,-0.157,242,31.38
Bhubaneshwar,Odisha,20.295,85.825,2021,March,0.1069,0.0306,-0.164,47,35.81
Bhayandar,Mahārāshtra,19.3,72.85,2021,March,0.2395,0.1414,-0.2929,9,37.54
Narela,Delhi,28.85,77.1,2021,March,0.2556,0.0844,-0.3692,212,32.41
Shishgarh,Uttar Pradesh,28.72,79.32,2021,March,0.4716,-0.1837,-0.5029,181,29.51
Thiruvananthapuram,Kerala,8.4875,76.9525,2021,March,0.0548,0.079,-0.0799,15,37.81
Dispur,Assam,26.15,91.77,2021,March,0.3134,0.116,-0.3417,116,30.78
Durgapur,West Bengal,23.55,87.32,2021,March,0.203,0.0613,-0.2586,90,35.9
Bhiwandi,Mahārāshtra,19.3,73.0667,2021,March,0.0423,0.0025,-0.0687,25,42.77
Saharanpur,Uttar Pradesh,29.964,77.546,2021,March,0.1081,0.0756,-0.1561,280,32.76
Shiliguri,West Bengal,26.72,88.42,2021,March,0.0767,0.062,-0.0536,119,32.8
Avadi,Tamil Nādu,13.1147,80.1098,2021,March,0.2286,0.0974,-0.2713,32,36.67
Salem,Tamil Nādu,11.65,78.1667,2021,March,0.0626,0.1289,-0.1833,285,40.32
Jui,Uttarākhand,29.67,78.9098,2021,March,0.6509,-0.0572,-0.6164,890,27.13
Amaldu,Uttarākhand,29.9333,78.5333,2021,March,0.1847,0.1509,-0.2912,1406,29.55
Kimsar,Jammu and Kashmīr,34.5,74.5333,2021,March,0.0569,-0.3952,-0.0705,3058,1.52
Sinduri,Himāchal Pradesh,30.7167,77.15,2021,March,0.3171,0.0463,-0.4078,943,28.44
Gorakhpur,Uttar Pradesh,26.7611,83.3667,2021,March,0.1301,0.0918,-0.2356,84,33.99
Guntur,Andhra Pradesh,16.3,80.45,2021,March,0.1947,0.0987,-0.2603,34,38.31
Karaikandi,Assam,24.8309,92.6143,2021,March,0.5245,-0.1395,-0.4619,20,31.88
Mumbai,Mahārāshtra,19.0758,72.8775,2021,April,0.0641,0.0682,-0.1266,5,40.15
Kolkata,West Bengal,22.5675,88.37,2021,April,0.0875,0.0508,-0.173,6,38.8
Delhi,Delhi,28.66,77.23,2021,April,0.1612,0.091,-0.3037,219,37.46
Chennai,Tamil Nādu,13.0825,80.275,2021,April,0.0533,0.2041,-0.0916,9,35.57
Bangalore,Karnātaka,12.9791,77.5913,2021,April,0.2773,-0.0171,-0.2989,924,32.58
Ahmedabad,Gujarāt,23.0219,72.5797,2021,April,0.229,0.0392,-0.2778,52,41.69
Pune,Mahārāshtra,18.5211,73.8553,2021,April,0.3707,-0.0367,-0.3859,554,38.54
Hyderabad,Telangāna,17.3617,78.4747,2021,April,0.0868,0.0965,-0.1686,508,39.36
Surat,Gujarāt,21.205,72.84,2021,April,0.1041,0.0757,-0.1711,14,41.69
Prayagraj,Uttar Pradesh,25.45,81.85,2021,April,0.2829,0.0307,-0.3717,95,39.39
Kanpur,Gujarāt,24.285,72.6933,2021,April,0.3794,-0.018,-0.4387,335,44.88
Kanpur,Uttar Pradesh,26.4725,80.3311,2021,April,0.1023,0.0592,-0.1581,132,38.59
Belahi,Bihār,25.7167,86.4,2021,April,0.4665,-0.0831,-0.4433,41,32.51
Vadodara,Gujarāt,22.3,73.2,2021,April,0.1816,0.0603,-0.2359,38,42.63
Nadampalaiyam,Tamil Nādu,11.1793,77.376,2021,April,0.1244,0.1415,-0.1981,318,40.14
Lucknow,Uttar Pradesh,26.847,80.947,2021,April,0.1064,0.0751,-0.1845,115,38.57
Kannankulam,Kerala,10.4799,76.1131,2021,April,0.2391,-0.052,-0.2466,13,29.16
Mahuakheraganj,Uttarākhand,29.13,78.95,2021,April,0.1506,0.0537,-0.2336,222,37.34
Nagla,Uttarākhand,29.01,79.51,2021,April,0.3088,0.0258,-0.3848,227,36.64
Jaipur,Rājasthān,26.915,75.82,2021,April,0.4258,-0.0664,-0.4583,441,39.8
Kottarassheri,Kerala,10.6167,76.5333,2021,April,0.122,0.0905,-0.0485,147,32.07
Attadappa,Kerala,11.85,75.4167,2021,April,0.682,-0.2152,-0.6063,37,36.06
Barmhan Kalan,Madhya Pradesh,23.0333,79.0167,2021,April,0.3971,-0.0129,-0.4567,337,41.46
Gorakhpur,Chhattīsgarh,22.1688,81.6042,2021,April,0.1836,0.1353,-0.3131,305,43.33
Nagpur,Mahārāshtra,21.1497,79.0806,2021,April,0.2739,0.0027,-0.3527,318,41.98
Guwahati,Assam,26.1806,91.7502,2021,April,0.077,0.1231,-0.1238,57,29.83
Ghaziabad,Uttar Pradesh,28.6667,77.4167,2021,April,0.1787,0.0274,-0.2442,211,38.76
Coimbatore,Tamil Nādu,11.0008,76.9633,2021,April,0.1451,0.0405,-0.1631,417,38.43
Patna,Bihār,25.61,85.1414,2021,April,0.1144,0.1282,-0.2153,63,35.88
Rajkot,Gujarāt,22.2969,70.7984,2021,April,0.0603,0.1952,-0.1484,134,43.1
Vishakhapatnam,Andhra Pradesh,17.6939,83.2922,2021,April,0.2381,0.0779,-0.2651,12,34.09
Indore,Madhya Pradesh,22.7186,75.855,2021,April,0.107,0.1322,-0.1905,553,41.64
Abhepur,Punjab,30.6667,76.8333,2021,April,0.1506,0.0124,-0.2273,311,38.26
Gumanwala,Uttarākhand,29.9333,77.9,2021,April,0.1764,0.0526,-0.3294,277,36.07
Thane,Mahārāshtra,19.18,72.9633,2021,April,0.6129,-0.1853,-0.6404,14,38.62
Bhopal,Madhya Pradesh,23.25,77.4167,2021,April,0.1063,0.0806,-0.1711,512,38.12
Agra,Uttar Pradesh,27.18,78.02,2021,April,0.2095,0.0932,-0.2985,184,39.86
Peyanvilai,Tamil Nādu,8.5674,78.1046,2021,April,0.417,-0.058,-0.4027,8,35.32
Pimpri-Chinchwad,Mahārāshtra,18.6278,73.8131,2021,April,0.6975,-0.2591,-0.6893,584,40.05
Harbatpur,Uttarākhand,30.45,77.73,2021,April,0.229,0.0443,-0.3095,445,35.69
Saundhonwali,Uttarākhand,30.3331,77.9608,2021,April,0.0347,0.0628,-0.1081,612,36.23
Ludhiana,Punjab,30.9083,75.8486,2021,April,0.2299,-0.0461,-0.282,243,39.02
Meerut,Uttar Pradesh,28.98,77.7064,2021,April,0.1032,0.0727,-0.1705,228,39.46
Madurai,Tamil Nādu,9.9197,78.1194,2021,April,0.1291,0.271,-0.245,141,38.56
Nasik,Mahārāshtra,20.0,73.7833,2021,April,0.1157,0.1,-0.1995,588,41.76
Faridabad,Haryāna,28.4167,77.3,2021,April,0.2842,0.0155,-0.3224,208,39.12
Madarpur,Bihār,26.227,84.6746,2021,April,0.1323,0.0809,-0.2249,69,37.12
Najafgarh,Delhi,28.6125,76.9847,2021,April,0.0673,0.0884,-0.146,220,38.48
Jabalpur,Madhya Pradesh,23.1667,79.9333,2021,April,0.1055,0.1091,-0.2025,399,41.16
Madanpur,Uttarākhand,29.326,79.1537,2021,April,0.2997,0.0104,-0.4114,315,38.3
Kamalwaganja Gaur,Uttarākhand,29.2117,79.4654,2021,April,0.2509,0.145,-0.3198,383,39.3
Kalyan,Mahārāshtra,19.25,73.15,2021,April,0.1806,0.1011,-0.2653,10,40.96
Asansol,West Bengal,23.6833,86.9667,2021,April,0.1465,0.1268,-0.1952,125,38.11
Vijayawada ,Andhra Pradesh,16.5167,80.6167,2021,April,0.2546,0.0135,-0.2696,27,34.94
Vasai-Virar,Mahārāshtra,19.47,72.8,2021,April,0.1379,0.2384,-0.2259,0,40.08
Varanasi,Uttar Pradesh,25.3189,83.0128,2021,April,0.1512,0.0723,-0.245,78,38.04
Kalleli,Kerala,9.2,76.8833,2021,April,0.5249,-0.3057,-0.4277,133,29.38
Srinagar,Jammu and Kashmīr,34.0911,74.8061,2021,April,0.1329,0.1199,-0.2017,1595,29.35
Aurangabad,Mahārāshtra,19.88,75.32,2021,April,0.2266,0.0385,-0.2664,564,43.71
Dhanbad,Jhārkhand,23.7928,86.435,2021,April,0.3514,0.0123,-0.4118,245,40.38
Amritsar,Punjab,31.6269,74.877,2021,April,0.0676,0.0066,-0.1405,234,36.63
Haora,West Bengal,22.58,88.3294,2021,April,0.161,0.1,-0.1928,12,37.02
Ranchi,Jhārkhand,23.3556,85.3347,2021,April,0.379,-0.0623,-0.3721,643,38.1
Gwalior,Madhya Pradesh,26.2125,78.1775,2021,April,0.0909,0.086,-0.1765,215,40.26
Jodhpur,Rājasthān,26.2944,73.0278,2021,April,0.1147,0.0519,-0.1937,251,41.42
Chandigarh,Chandīgarh,30.7364,76.7883,2021,April,0.4263,-0.0531,-0.4504,349,36.3
Raipur,Chhattīsgarh,21.2379,81.6337,2021,April,0.1101,0.0715,-0.1751,309,38.89
Warangal,Telangāna,17.9756,79.6011,2021,April,0.0787,0.0997,-0.1393,269,37.34
Kota,Rājasthān,25.18,75.83,2021,April,0.1716,-0.0422,-0.2629,230,40.31
Bareilly,Uttar Pradesh,28.364,79.415,2021,April,0.0955,0.1309,-0.1923,180,38.73
Solapur,Mahārāshtra,17.6703,75.9011,2021,April,0.1626,0.0884,-0.2153,474,40.14
Hubli,Karnātaka,15.3108,75.0925,2021,April,0.1949,0.1385,-0.2522,618,37.31
Mysore,Karnātaka,12.3086,76.6531,2021,April,0.044,0.1506,-0.1055,747,35.88
Trichinopoly,Tamil Nādu,10.8269,78.6928,2021,April,0.2644,0.0533,-0.2892,74,36.85
Moradabad,Uttar Pradesh,28.8389,78.7769,2021,April,0.153,0.0468,-0.2189,205,38.45
Tiruppur,Tamil Nādu,11.1075,77.3398,2021,April,0.3638,0.0141,-0.3448,305,37.02
Jamnagar,Gujarāt,22.47,70.07,2021,April,0.1935,0.0412,-0.246,21,41.5
Gurgaon,Haryāna,28.4667,77.0333,2021,April,0.2081,-0.0139,-0.2765,224,37.97
Aligarh,Uttar Pradesh,27.88,78.08,2021,April,0.1832,0.0053,-0.2311,190,40.05
Jalandhar,Punjab,31.3256,75.5792,2021,April,0.0986,0.038,-0.16,242,37.91
Bhubaneshwar,Odisha,20.295,85.825,2021,April,0.1458,0.0149,-0.1738,47,36.91
Bhayandar,Mahārāshtra,19.3,72.85,2021,April,0.2144,0.1443,-0.2859,9,39.12
Narela,Delhi,28.85,77.1,2021,April,0.2342,0.1018,-0.3454,212,38.58
Shishgarh,Uttar Pradesh,28.72,79.32,2021,April,0.2035,0.0756,-0.3062,181,36.02
Thiruvananthapuram,Kerala,8.4875,76.9525,2021,April,0.0644,-0.1079,-0.0364,15,32.99
Dispur,Assam,26.15,91.77,2021,April,0.5167,-0.0467,-0.4864,116,31.27
Durgapur,West Bengal,23.55,87.32,2021,April,0.3045,0.0154,-0.3736,90,37.13
Bhiwandi,Mahārāshtra,19.3,73.0667,2021,April,0.0521,0.0259,-0.1098,25,43.42
Saharanpur,Uttar Pradesh,29.964,77.546,2021,April,0.0678,0.0821,-0.1362,280,38.46
Shiliguri,West Bengal,26.72,88.42,2021,April,0.1751,0.0722,-0.2165,119,34.46
Avadi,Tamil Nādu,13.1147,80.1098,2021,April,0.1876,0.044,-0.1932,32,36.68
Salem,Tamil Nādu,11.65,78.1667,2021,April,0.0685,0.123,-0.1741,285,36.43
Jui,Uttarākhand,29.67,78.9098,2021,April,0.6192,-0.1344,-0.5423,890,32.39
Amaldu,Uttarākhand,29.9333,78.5333,2021,April,0.1539,0.1501,-0.2722,1406,34.11
Kimsar,Jammu and Kashmīr,34.5,74.5333,2021,April,0.3258,-0.6253,-0.3562,3058,4.93
Sinduri,Himāchal Pradesh,30.7167,77.15,2021,April,0.2743,0.1048,-0.3617,943,32.5
Gorakhpur,Uttar Pradesh,26.7611,83.3667,2021,April,0.1471,0.0683,-0.2211,84,38.04
Guntur,Andhra Pradesh,16.3,80.45,2021,April,0.1795,0.0613,-0.1935,34,38.4
Karaikandi,Assam,24.8309,92.6143,2021,April,0.6264,-0.2416,-0.5477,20,30.01
Mumbai,Mahārāshtra,19.0758,72.8775,2021,May,0.069,0.0246,-0.0876,5,36.37
Kolkata,West Bengal,22.5675,88.37,2021,May,0.1421,0.0429,-0.1656,6,35.96
Delhi,Delhi,28.66,77.23,2021,May,0.1746,0.0279,-0.2448,219,36.75
Chennai,Tamil Nādu,13.0825,80.275,2021,May,0.0358,0.2406,-0.0849,9,38.88
Bangalore,Karnātaka,12.9791,77.5913,2021,May,0.2909,-0.0869,-0.2961,924,31.24
Ahmedabad,Gujarāt,23.0219,72.5797,2021,May,0.2263,0.0107,-0.2402,52,39.08
Pune,Mahārāshtra,18.5211,73.8553,2021,May,0.3421,-0.0288,-0.3425,554,37.08
Hyderabad,Telangāna,17.3617,78.4747,2021,May,0.0831,0.0813,-0.1292,508,38.84
Surat,Gujarāt,21.205,72.84,2021,May,0.0766,0.058,-0.1017,14,37.89
Prayagraj,Uttar Pradesh,25.45,81.85,2021,May,0.0564,-0.3959,-0.0665,95,36.81
Kanpur,Gujarāt,24.285,72.6933,2021,May,0.3777,0.0085,-0.4089,335,41.18
Kanpur,Uttar Pradesh,26.4725,80.3311,2021,May,0.0593,0.0773,-0.1284,132,38.65
Belahi,Bihār,25.7167,86.4,2021,May,0.0778,0.038,-0.1225,41,34.56
Vadodara,Gujarāt,22.3,73.2,2021,May,0.175,0.0642,-0.2437,38,39.62
Nadampalaiyam,Tamil Nādu,11.1793,77.376,2021,May,0.086,0.1619,-0.1901,318,39.52
Lucknow,Uttar Pradesh,26.847,80.947,2021,May,0.0688,-0.0011,-0.1111,115,37.18
Mahuakheraganj,Uttarākhand,29.13,78.95,2021,May,0.1532,-0.0407,-0.1634,222,33.88
Nagla,Uttarākhand,29.01,79.51,2021,May,0.3053,0.0715,-0.3336,227,33.75
Jaipur,Rājasthān,26.915,75.82,2021,May,0.5615,-0.1186,-0.5657,441,39.03
Kottarassheri,Kerala,10.6167,76.5333,2021,May,0.5712,-0.1138,-0.4997,147,28.92
Attadappa,Kerala,11.85,75.4167,2021,May,0.1744,-0.2031,-0.13,37,29.12
Barmhan Kalan,Madhya Pradesh,23.0333,79.0167,2021,May,0.4502,-0.0513,-0.4758,337,39.16
Gorakhpur,Chhattīsgarh,22.1688,81.6042,2021,May,0.1624,0.1702,-0.2702,305,43.98
Nagpur,Mahārāshtra,21.1497,79.0806,2021,May,0.2337,0.0172,-0.268,318,41.11
Guwahati,Assam,26.1806,91.7502,2021,May,0.0488,0.1367,-0.0531,57,34.46
Ghaziabad,Uttar Pradesh,28.6667,77.4167,2021,May,0.1806,0.0309,-0.2154,211,37.25
Coimbatore,Tamil Nādu,11.0008,76.9633,2021,May,0.0663,0.034,-0.0602,417,37.0
Patna,Bihār,25.61,85.1414,2021,May,0.0891,0.153,-0.1248,63,36.82
Rajkot,Gujarāt,22.2969,70.7984,2021,May,0.0854,0.1321,-0.1329,134,40.94
Vishakhapatnam,Andhra Pradesh,17.6939,83.2922,2021,May,0.1898,0.1255,-0.2293,12,33.68
Indore,Madhya Pradesh,22.7186,75.855,2021,May,0.0682,0.0899,-0.1544,553,40.72
Abhepur,Punjab,30.6667,76.8333,2021,May,0.1234,0.0241,-0.1903,311,38.96
Gumanwala,Uttarākhand,29.9333,77.9,2021,May,0.2,0.0873,-0.2965,277,35.19
Thane,Mahārāshtra,19.18,72.9633,2021,May,0.4198,-0.1743,-0.3737,14,34.2
Bhopal,Madhya Pradesh,23.25,77.4167,2021,May,0.0716,0.1218,-0.135,512,38.52
Agra,Uttar Pradesh,27.18,78.02,2021,May,0.2249,0.0923,-0.3564,184,38.92
Peyanvilai,Tamil Nādu,8.5674,78.1046,2021,May,0.3802,-0.1074,-0.3967,8,34.43
Pimpri-Chinchwad,Mahārāshtra,18.6278,73.8131,2021,May,0.6182,-0.2257,-0.5809,584,38.75
Harbatpur,Uttarākhand,30.45,77.73,2021,May,0.2034,0.0541,-0.249,445,35.97
Saundhonwali,Uttarākhand,30.3331,77.9608,2021,May,0.0303,0.0931,-0.1142,612,34.83
Ludhiana,Punjab,30.9083,75.8486,2021,May,0.2333,-0.0138,-0.2765,243,38.63
Meerut,Uttar Pradesh,28.98,77.7064,2021,May,0.0818,0.0886,-0.128,228,37.38
Madurai,Tamil Nādu,9.9197,78.1194,2021,May,0.0259,-0.0277,-0.0621,141,40.8
Nasik,Mahārāshtra,20.0,73.7833,2021,May,0.1295,0.1105,-0.2037,588,40.01
Faridabad,Haryāna,28.4167,77.3,2021,May,0.2264,0.0444,-0.2532,208,36.84
Madarpur,Bihār,26.227,84.6746,2021,May,0.1836,0.0181,-0.1765,69,36.36
Najafgarh,Delhi,28.6125,76.9847,2021,May,0.0566,0.1052,-0.1344,220,37.41
Jabalpur,Madhya Pradesh,23.1667,79.9333,2021,May,0.1009,0.1196,-0.1863,399,39.8
Madanpur,Uttarākhand,29.326,79.1537,2021,May,0.2107,0.1013,-0.2738,315,35.52
Kamalwaganja Gaur,Uttarākhand,29.2117,79.4654,2021,May,0.3145,0.1799,-0.3431,383,36.52
Kalyan,Mahārāshtra,19.25,73.15,2021,May,0.1228,0.083,-0.1453,10,38.66
Asansol,West Bengal,23.6833,86.9667,2021,May,0.1125,0.1279,-0.1247,125,36.65
Vijayawada ,Andhra Pradesh,16.5167,80.6167,2021,May,0.3673,-0.0257,-0.386,27,34.0
Vasai-Virar,Mahārāshtra,19.47,72.8,2021,May,0.1237,0.1465,-0.1737,0,36.22
Varanasi,Uttar Pradesh,25.3189,83.0128,2021,May,0.1486,0.0452,-0.1972,78,36.38
Kalleli,Kerala,9.2,76.8833,2021,May,0.7948,-0.2673,-0.682,133,29.96
Srinagar,Jammu and Kashmīr,34.0911,74.8061,2021,May,0.1125,0.1576,-0.1734,1595,32.27
Aurangabad,Mahārāshtra,19.88,75.32,2021,May,0.2254,0.0242,-0.2572,564,41.85
Dhanbad,Jhārkhand,23.7928,86.435,2021,May,0.3691,-0.0082,-0.3665,245,36.33
Amritsar,Punjab,31.6269,74.877,2021,May,0.0616,0.0534,-0.1336,234,38.14
Haora,West Bengal,22.58,88.3294,2021,May,0.1592,0.098,-0.2149,12,35.49
Ranchi,Jhārkhand,23.3556,85.3347,2021,May,0.4131,-0.057,-0.4085,643,35.7
Gwalior,Madhya Pradesh,26.2125,78.1775,2021,May,0.0555,0.1019,-0.1395,215,39.24
Jodhpur,Rājasthān,26.2944,73.0278,2021,May,0.115,0.0819,-0.1729,251,38.87
Chandigarh,Chandīgarh,30.7364,76.7883,2021,May,0.3814,-0.0469,-0.4179,349,37.01
Raipur,Chhattīsgarh,21.2379,81.6337,2021,May,0.093,0.0684,-0.1496,309,38.72
Warangal,Telangāna,17.9756,79.6011,2021,May,0.0734,0.1089,-0.1173,269,38.82
Kota,Rājasthān,25.18,75.83,2021,May,0.1107,0.0029,-0.215,230,39.48
Bareilly,Uttar Pradesh,28.364,79.415,2021,May,0.0613,0.1245,-0.1237,180,37.48
Solapur,Mahārāshtra,17.6703,75.9011,2021,May,0.1462,0.1078,-0.2098,474,38.81
Hubli,Karnātaka,15.3108,75.0925,2021,May,0.2233,0.0887,-0.2499,618,32.68
Mysore,Karnātaka,12.3086,76.6531,2021,May,0.0635,0.1299,-0.124,747,33.67
Trichinopoly,Tamil Nādu,10.8269,78.6928,2021,May,0.2677,0.0592,-0.2862,74,38.27
Moradabad,Uttar Pradesh,28.8389,78.7769,2021,May,0.1305,0.0512,-0.1695,205,36.42
Tiruppur,Tamil Nādu,11.1075,77.3398,2021,May,0.3537,-0.0067,-0.3547,305,38.79
Jamnagar,Gujarāt,22.47,70.07,2021,May,0.1834,0.0717,-0.2509,21,39.91
Gurgaon,Haryāna,28.4667,77.0333,2021,May,0.2057,0.0286,-0.2903,224,36.73
Aligarh,Uttar Pradesh,27.88,78.08,2021,May,0.1704,0.0256,-0.1951,190,37.89
Jalandhar,Punjab,31.3256,75.5792,2021,May,0.1283,0.0701,-0.1512,242,39.14
Bhubaneshwar,Odisha,20.295,85.825,2021,May,0.1464,0.0531,-0.1866,47,39.6
Bhayandar,Mahārāshtra,19.3,72.85,2021,May,0.1375,0.1832,-0.1564,9,36.72
Narela,Delhi,28.85,77.1,2021,May,0.2791,0.031,-0.3509,212,34.84
Shishgarh,Uttar Pradesh,28.72,79.32,2021,May,0.189,0.1114,-0.2405,181,33.24
Thiruvananthapuram,Kerala,8.4875,76.9525,2021,May,0.0224,-0.0507,-0.0252,15,34.79
Dispur,Assam,26.15,91.77,2021,May,0.1291,-0.0349,-0.1186,116,35.1
Durgapur,West Bengal,23.55,87.32,2021,May,0.4397,-0.0817,-0.4107,90,34.8
Bhiwandi,Mahārāshtra,19.3,73.0667,2021,May,0.02,0.0831,-0.0788,25,41.82
Saharanpur,Uttar Pradesh,29.964,77.546,2021,May,0.0724,0.0899,-0.1142,280,38.12
Shiliguri,West Bengal,26.72,88.42,2021,May,0.0763,-0.0257,-0.0455,119,34.04
Avadi,Tamil Nādu,13.1147,80.1098,2021,May,0.1413,0.0236,-0.1397,32,36.95
Salem,Tamil Nādu,11.65,78.1667,2021,May,0.057,0.0599,-0.1132,285,38.97
Jui,Uttarākhand,29.67,78.9098,2021,May,0.6115,-0.1709,-0.562,890,30.28
Amaldu,Uttarākhand,29.9333,78.5333,2021,May,0.1815,0.1872,-0.268,1406,31.36
Kimsar,Jammu and Kashmīr,34.5,74.5333,2021,May,0.1256,-0.1071,-0.1436,3058,12.77
Sinduri,Himāchal Pradesh,30.7167,77.15,2021,May,0.2779,0.1014,-0.3551,943,34.95
Gorakhpur,Uttar Pradesh,26.7611,83.3667,2021,May,0.1053,0.0463,-0.055,84,36.6
Guntur,Andhra Pradesh,16.3,80.45,2021,May,0.2144,0.0622,-0.2606,34,39.42
Karaikandi,Assam,24.8309,92.6143,2021,May,0.5729,-0.2544,-0.4772,20,32.88
Mumbai,Mahārāshtra,19.0758,72.8775,2021,June,0.0187,-0.279,0.0049,5,31.83
Kolkata,West Bengal,22.5675,88.37,2021,June,0.0514,0.0861,-0.1099,6,34.52
Delhi,Delhi,28.66,77.23,2021,June,0.1656,0.0389,-0.1908,219,34.05
Chennai,Tamil Nādu,13.0825,80.275,2021,June,0.0571,0.1345,-0.0875,9,37.22
Bangalore,Karnātaka,12.9791,77.5913,2021,June,0.1541,-0.0508,-0.157,924,31.41
Ahmedabad,Gujarāt,23.0219,72.5797,2021,June,0.1465,-0.0122,-0.1561,52,33.66
Pune,Mahārāshtra,18.5211,73.8553,2021,June,0.1213,-0.0197,-0.1228,554,33.02
Hyderabad,Telangāna,17.3617,78.4747,2021,June,0.0671,0.0592,-0.1065,508,37.14
Surat,Gujarāt,21.205,72.84,2021,June,0.0046,-0.0689,0.001,14,31.54
Prayagraj,Uttar Pradesh,25.45,81.85,2021,June,0.0043,-0.1442,0.0226,95,36.21
Kanpur,Gujarāt,24.285,72.6933,2021,June,0.2819,-0.0273,-0.3236,335,35.17
Kanpur,Uttar Pradesh,26.4725,80.3311,2021,June,0.0618,0.1135,-0.1114,132,35.64
Belahi,Bihār,25.7167,86.4,2021,June,0.1449,-0.091,-0.1123,41,33.51
Vadodara,Gujarāt,22.3,73.2,2021,June,0.1685,0.0289,-0.2015,38,35.6
Nadampalaiyam,Tamil Nādu,11.1793,77.376,2021,June,0.0935,0.155,-0.1559,318,38.82
Lucknow,Uttar Pradesh,26.847,80.947,2021,June,0.0783,0.0822,-0.0987,115,38.45
Kannankulam,Kerala,10.4799,76.1131,2021,June,-0.0292,-0.4856,0.0555,13,25.69
Mahuakheraganj,Uttarākhand,29.13,78.95,2021,June,0.2449,-0.057,-0.2175,222,31.5
Nagla,Uttarākhand,29.01,79.51,2021,June,0.1966,-0.0377,-0.2176,227,32.72
Jaipur,Rājasthān,26.915,75.82,2021,June,0.3541,-0.0281,-0.3904,441,37.49
Kottarassheri,Kerala,10.6167,76.5333,2021,June,0.2545,-0.1912,-0.2405,147,27.02
Attadappa,Kerala,11.85,75.4167,2021,June,0.3761,-0.2065,-0.329,37,27.29
Barmhan Kalan,Madhya Pradesh,23.0333,79.0167,2021,June,0.4519,-0.2089,-0.3816,337,36.94
Gorakhpur,Chhattīsgarh,22.1688,81.6042,2021,June,0.1641,0.1406,-0.2629,305,41.82
Nagpur,Mahārāshtra,21.1497,79.0806,2021,June,0.3245,-0.0792,-0.3292,318,38.37
Guwahati,Assam,26.1806,91.7502,2021,June,-0.0114,0.2028,-0.085,57,36.77
Ghaziabad,Uttar Pradesh,28.6667,77.4167,2021,June,0.1785,0.0121,-0.1953,211,34.61
Coimbatore,Tamil Nādu,11.0008,76.9633,2021,June,0.1927,0.1077,-0.2127,417,37.96
Patna,Bihār,25.61,85.1414,2021,June,0.1031,0.1054,-0.1378,63,37.33
Rajkot,Gujarāt,22.2969,70.7984,2021,June,0.0608,-0.1345,-0.0384,134,36.95
Vishakhapatnam,Andhra Pradesh,17.6939,83.2922,2021,June,0.1442,-0.0379,-0.1242,12,34.51
Indore,Madhya Pradesh,22.7186,75.855,2021,June,0.1122,0.0215,-0.1211,553,34.5
Abhepur,Punjab,30.6667,76.8333,2021,June,0.131,0.017,-0.1532,311,36.65
Gumanwala,Uttarākhand,29.9333,77.9,2021,June,0.5274,-0.1876,-0.4987,277,31.14
Thane,Mahārāshtra,19.18,72.9633,2021,June,0.0285,-0.2753,0.014,14,34.67
Bhopal,Madhya Pradesh,23.25,77.4167,2021,June,0.0687,0.075,-0.0942,512,32.25
Agra,Uttar Pradesh,27.18,78.02,2021,June,0.2651,0.0579,-0.3143,184,37.89
Peyanvilai,Tamil Nādu,8.5674,78.1046,2021,June,0.2584,-0.0255,-0.3124,8,36.17
Pimpri-Chinchwad,Mahārāshtra,18.6278,73.8131,2021,June,0.2497,-0.1756,-0.2649,584,29.41
Harbatpur,Uttarākhand,30.45,77.73,2021,June,0.3791,-0.0679,-0.3667,445,32.46
Saundhonwali,Uttarākhand,30.3331,77.9608,2021,June,0.0144,0.0865,-0.1016,612,32.55
Ludhiana,Punjab,30.9083,75.8486,2021,June,0.1744,-0.0288,-0.1802,243,37.38
Meerut,Uttar Pradesh,28.98,77.7064,2021,June,0.0803,0.0963,-0.1152,228,36.59
Madurai,Tamil Nādu,9.9197,78.1194,2021,June,0.1316,0.2044,-0.2742,141,37.87
Nasik,Mahārāshtra,20.0,73.7833,2021,June,0.0965,0.0507,-0.1456,588,34.44
Faridabad,Haryāna,28.4167,77.3,2021,June,0.1612,0.0576,-0.1858,208,34.83
Madarpur,Bihār,26.227,84.6746,2021,June,0.1528,-0.143,-0.0812,69,33.09
Najafgarh,Delhi,28.6125,76.9847,2021,June,0.0605,0.0905,-0.1262,220,35.78
Jabalpur,Madhya Pradesh,23.1667,79.9333,2021,June,0.0901,0.1374,-0.1599,399,36.65
Madanpur,Uttarākhand,29.326,79.1537,2021,June,0.113,-0.16,-0.073,315,31.83
Kamalwaganja Gaur,Uttarākhand,29.2117,79.4654,2021,June,0.071,-0.0772,-0.0583,383,31.28
Kalyan,Mahārāshtra,19.25,73.15,2021,June,0.0716,-0.0148,-0.059,10,34.47
Asansol,West Bengal,23.6833,86.9667,2021,June,0.1,0.0787,-0.0924,125,37.36
Vijayawada ,Andhra Pradesh,16.5167,80.6167,2021,June,0.3056,-0.0223,-0.2789,27,37.41
Vasai-Virar,Mahārāshtra,19.47,72.8,2021,June,0.1228,0.0069,-0.1203,0,29.42
