City,State,Latitude,Longitude,Year,Month,NDVI,NDBI,NDWI,Elevation (m),LST (°C)
Jamnagar,Gujarāt,22.47,70.07,2023,March,0.2091,0.0826,-0.2513,21,36.14
Gurgaon,Haryāna,28.4667,77.0333,2023,March,0.1385,0.0029,-0.2319,224,30.74
Aligarh,Uttar Pradesh,27.88,78.08,2023,March,0.1889,-0.0152,-0.2219,190,32.1
Jalandhar,Punjab,31.3256,75.5792,2023,March,0.0953,0.0834,-0.1681,242,29.72
Bhubaneshwar,Odisha,20.295,85.825,2023,March,0.1242,0.0071,-0.183,47,33.97
Bhayandar,Mahārāshtra,19.3,72.85,2023,March,0.2153,0.2051,-0.2764,9,36.18
Narela,Delhi,28.85,77.1,2023,March,0.3581,0.0463,-0.45,212,29.78
Shishgarh,Uttar Pradesh,28.72,79.32,2023,March,0.7866,-0.3093,-0.7159,181,27.67
Thiruvananthapuram,Kerala,8.4875,76.9525,2023,March,0.0893,0.0986,-0.1468,15,37.44
Dispur,Assam,26.15,91.77,2023,March,0.2927,0.1289,-0.29,116,30.01
Durgapur,West Bengal,23.55,87.32,2023,March,0.2903,0.0682,-0.3367,90,34.72
Bhiwandi,Mahārāshtra,19.3,73.0667,2023,March,0.0806,-0.0499,-0.1773,25,39.65
Saharanpur,Uttar Pradesh,29.964,77.546,2023,March,0.0544,0.0851,-0.1321,280,30.29
Shiliguri,West Bengal,26.72,88.42,2023,March,0.1778,0.0462,-0.1839,119,31.79
Avadi,Tamil Nādu,13.1147,80.1098,2023,March,0.1888,0.0848,-0.2096,32,34.99
Salem,Tamil Nādu,11.65,78.1667,2023,March,0.0725,0.1378,-0.1698,285,37.94
Jui,Uttarākhand,29.67,78.9098,2023,March,0.7509,-0.077,-0.7258,890,25.04
Amaldu,Uttarākhand,29.9333,78.5333,2023,March,0.2446,0.1754,-0.3409,1406,24.36
Kimsar,Jammu and Kashmīr,34.5,74.5333,2023,March,-0.0591,-0.4305,0.0702,3058,1.66
Sinduri,Himāchal Pradesh,30.7167,77.15,2023,March,0.1322,-0.0291,-0.139,943,24.54
Gorakhpur,Uttar Pradesh,26.7611,83.3667,2023,March,0.1076,0.0815,-0.143,84,34.36
Guntur,Andhra Pradesh,16.3,80.45,2023,March,0.0038,-0.0798,0.0344,34,35.06
Karaikandi,Assam,24.8309,92.6143,2023,March,0.4987,-0.0649,-0.3959,20,26.97
Mumbai,Mahārāshtra,19.0758,72.8775,2023,April,0.0921,0.0653,-0.1618,5,39.9
Kolkata,West Bengal,22.5675,88.37,2023,April,0.0758,0.0353,-0.1725,6,40.07
Delhi,Delhi,28.66,77.23,2023,April,0.1742,0.0614,-0.2959,219,35.83
Chennai,Tamil Nādu,13.0825,80.275,2023,April,0.0609,0.2656,-0.0662,9,37.8
Bangalore,Karnātaka,12.9791,77.5913,2023,April,0.299,-0.0002,-0.3385,924,35.16
Ahmedabad,Gujarāt,23.0219,72.5797,2023,April,0.3386,-0.0822,-0.3594,52,39.92
Pune,Mahārāshtra,18.5211,73.8553,2023,April,0.38,-0.0377,-0.3895,554,38.18
Hyderabad,Telangāna,17.3617,78.4747,2023,April,0.1072,0.1306,-0.2235,508,38.95
Surat,Gujarāt,21.205,72.84,2023,April,0.1658,0.1279,-0.2804,14,39.82
Prayagraj,Uttar Pradesh,25.45,81.85,2023,April,0.3183,0.0413,-0.3833,95,39.7
Kanpur,Gujarāt,24.285,72.6933,2023,April,0.4413,-0.0407,-0.4493,335,41.85
Kanpur,Uttar Pradesh,26.4725,80.3311,2023,April,0.0845,0.1146,-0.1355,132,37.41
Belahi,Bihār,25.7167,86.4,2023,April,0.6523,-0.2084,-0.5907,41,32.78
Vadodara,Gujarāt,22.3,73.2,2023,April,0.2607,-0.0062,-0.304,38,41.11
Nadampalaiyam,Tamil Nādu,11.1793,77.376,2023,April,0.1241,0.1198,-0.1893,318,41.0
Lucknow,Uttar Pradesh,26.847,80.947,2023,April,0.0995,0.0725,-0.1554,115,37.98
Kannankulam,Kerala,10.4799,76.1131,2023,April,0.4058,-0.1085,-0.4139,13,32.75
Mahuakheraganj,Uttarākhand,29.13,78.95,2023,April,0.1771,-0.04,-0.226,222,33.69
Nagla,Uttarākhand,29.01,79.51,2023,April,0.4949,-0.0088,-0.509,227,34.6
Jaipur,Rājasthān,26.915,75.82,2023,April,0.3732,-0.0358,-0.4487,441,37.94
Kottarassheri,Kerala,10.6167,76.5333,2023,April,0.2583,0.2327,-0.3463,147,34.88
Attadappa,Kerala,11.85,75.4167,2023,April,0.664,-0.1769,-0.6105,37,34.37
Barmhan Kalan,Madhya Pradesh,23.0333,79.0167,2023,April,0.4989,-0.0115,-0.5521,337,37.23
Gorakhpur,Chhattīsgarh,22.1688,81.6042,2023,April,0.1936,0.1531,-0.281,305,38.64
Nagpur,Mahārāshtra,21.1497,79.0806,2023,April,0.3394,-0.0782,-0.3768,318,37.05
Guwahati,Assam,26.1806,91.7502,2023,April,0.0638,0.1495,-0.1215,57,30.22
Ghaziabad,Uttar Pradesh,28.6667,77.4167,2023,April,0.2363,-0.0138,-0.2591,211,35.93
Coimbatore,Tamil Nādu,11.0008,76.9633,2023,April,0.355,0.0026,-0.364,417,37.14
Patna,Bihār,25.61,85.1414,2023,April,0.1481,0.0999,-0.2281,63,38.18
Rajkot,Gujarāt,22.2969,70.7984,2023,April,0.051,0.1193,-0.1158,134,40.84
Vishakhapatnam,Andhra Pradesh,17.6939,83.2922,2023,April,0.2391,0.1087,-0.2823,12,36.72
Indore,Madhya Pradesh,22.7186,75.855,2023,April,0.0701,0.1276,-0.1951,553,39.92
Abhepur,Punjab,30.6667,76.8333,2023,April,0.1774,0.0108,-0.2456,311,35.37
Gumanwala,Uttarākhand,29.9333,77.9,2023,April,0.401,0.054,-0.3795,277,32.8
Thane,Mahārāshtra,19.18,72.9633,2023,April,0.6065,-0.1867,-0.5816,14,38.06
Bhopal,Madhya Pradesh,23.25,77.4167,2023,April,0.0966,0.1161,-0.1512,512,36.94
Agra,Uttar Pradesh,27.18,78.02,2023,April,0.2348,0.1081,-0.37,184,36.86
Peyanvilai,Tamil Nādu,8.5674,78.1046,2023,April,0.1384,0.1508,-0.2367,8,38.64
Pimpri-Chinchwad,Mahārāshtra,18.6278,73.8131,2023,April,0.7336,-0.2773,-0.7206,584,41.13
Harbatpur,Uttarākhand,30.45,77.73,2023,April,0.1923,0.0328,-0.3091,445,32.44
Saundhonwali,Uttarākhand,30.3331,77.9608,2023,April,0.0182,-0.0355,-0.0179,612,31.25
Ludhiana,Punjab,30.9083,75.8486,2023,April,0.2985,-0.0519,-0.3212,243,35.91
Meerut,Uttar Pradesh,28.98,77.7064,2023,April,0.1028,0.0765,-0.19,228,36.12
Madurai,Tamil Nādu,9.9197,78.1194,2023,April,0.132,0.3051,-0.3248,141,40.63
Nasik,Mahārāshtra,20.0,73.7833,2023,April,0.0905,0.1209,-0.1553,588,38.8
Faridabad,Haryāna,28.4167,77.3,2023,April,0.3108,0.0021,-0.3326,208,36.56
Madarpur,Bihār,26.227,84.6746,2023,April,0.1509,0.0717,-0.2105,69,37.09
Najafgarh,Delhi,28.6125,76.9847,2023,April,0.0635,0.0623,-0.1065,220,37.52
Jabalpur,Madhya Pradesh,23.1667,79.9333,2023,April,0.1016,0.0454,-0.1969,399,38.34
Madanpur,Uttarākhand,29.326,79.1537,2023,April,0.3398,-0.036,-0.383,315,33.55
Kamalwaganja Gaur,Uttarākhand,29.2117,79.4654,2023,April,0.4651,-0.0577,-0.4566,383,35.1
Kalyan,Mahārāshtra,19.25,73.15,2023,April,0.2425,0.0947,-0.3192,10,40.81
Asansol,West Bengal,23.6833,86.9667,2023,April,0.1379,0.1408,-0.214,125,38.82
Vijayawada ,Andhra Pradesh,16.5167,80.6167,2023,April,0.3331,-0.0097,-0.3206,27,35.33
Vasai-Virar,Mahārāshtra,19.47,72.8,2023,April,0.1491,0.2458,-0.2162,0,40.61
Varanasi,Uttar Pradesh,25.3189,83.0128,2023,April,0.1669,0.0487,-0.2377,78,36.06
Kalleli,Kerala,9.2,76.8833,2023,April,0.8672,-0.3078,-0.7627,133,31.17
Srinagar,Jammu and Kashmīr,34.0911,74.8061,2023,April,0.0808,0.0623,-0.092,1595,30.59
Aurangabad,Mahārāshtra,19.88,75.32,2023,April,0.282,-0.0088,-0.3052,564,40.46
Dhanbad,Jhārkhand,23.7928,86.435,2023,April,0.451,-0.0017,-0.4663,245,38.6
Amritsar,Punjab,31.6269,74.877,2023,April,0.0605,0.0235,-0.1234,234,36.81
Haora,West Bengal,22.58,88.3294,2023,April,0.1986,0.1208,-0.2788,12,37.96
Ranchi,Jhārkhand,23.3556,85.3347,2023,April,0.4412,-0.015,-0.4546,643,37.08
Gwalior,Madhya Pradesh,26.2125,78.1775,2023,April,0.0842,0.1226,-0.1678,215,39.37
Jodhpur,Rājasthān,26.2944,73.0278,2023,April,0.1409,0.0591,-0.1994,251,39.0
Chandigarh,Chandīgarh,30.7364,76.7883,2023,April,0.4451,-0.0558,-0.4687,349,32.75
Raipur,Chhattīsgarh,21.2379,81.6337,2023,April,0.105,0.0133,-0.1678,309,36.89
Warangal,Telangāna,17.9756,79.6011,2023,April,0.0698,0.1735,-0.1454,269,35.82
Kota,Rājasthān,25.18,75.83,2023,April,0.1004,-0.0151,-0.1505,230,39.0
Bareilly,Uttar Pradesh,28.364,79.415,2023,April,0.0931,0.1222,-0.196,180,36.98
Solapur,Mahārāshtra,17.6703,75.9011,2023,April,0.1935,0.0906,-0.2412,474,41.99
Hubli,Karnātaka,15.3108,75.0925,2023,April,0.1773,0.1309,-0.2471,618,41.66
Mysore,Karnātaka,12.3086,76.6531,2023,April,0.0719,0.2024,-0.136,747,37.68
Trichinopoly,Tamil Nādu,10.8269,78.6928,2023,April,0.2703,0.0784,-0.3343,74,38.83
Moradabad,Uttar Pradesh,28.8389,78.7769,2023,April,0.1989,0.0422,-0.2608,205,36.61
Tiruppur,Tamil Nādu,11.1075,77.3398,2023,April,0.4105,-0.0402,-0.3914,305,39.79
Jamnagar,Gujarāt,22.47,70.07,2023,April,0.1923,0.0506,-0.2221,21,38.92
Gurgaon,Haryāna,28.4667,77.0333,2023,April,0.2063,-0.0398,-0.2769,224,36.8
Aligarh,Uttar Pradesh,27.88,78.08,2023,April,0.1942,-0.0022,-0.2443,190,37.44
Jalandhar,Punjab,31.3256,75.5792,2023,April,0.1486,0.0517,-0.2025,242,37.0
Bhubaneshwar,Odisha,20.295,85.825,2023,April,0.1322,0.0006,-0.1941,47,37.96
Bhayandar,Mahārāshtra,19.3,72.85,2023,April,0.23,0.1661,-0.267,9,37.23
Narela,Delhi,28.85,77.1,2023,April,0.4124,0.0015,-0.439,212,34.83
Shishgarh,Uttar Pradesh,28.72,79.32,2023,April,0.3847,-0.0327,-0.4294,181,32.07
Thiruvananthapuram,Kerala,8.4875,76.9525,2023,April,0.0495,0.1134,-0.1202,15,35.56
Dispur,Assam,26.15,91.77,2023,April,0.5988,-0.0728,-0.5356,116,33.5
Durgapur,West Bengal,23.55,87.32,2023,April,0.2897,0.0611,-0.3288,90,40.15
Bhiwandi,Mahārāshtra,19.3,73.0667,2023,April,0.0403,-0.0573,-0.1117,25,43.63
Saharanpur,Uttar Pradesh,29.964,77.546,2023,April,0.0881,0.0822,-0.1806,280,35.57
Shiliguri,West Bengal,26.72,88.42,2023,April,0.1799,0.0575,-0.1783,119,32.64
Avadi,Tamil Nādu,13.1147,80.1098,2023,April,0.2485,0.0435,-0.2671,32,37.32
Salem,Tamil Nādu,11.65,78.1667,2023,April,0.0829,0.1233,-0.2156,285,39.19
Jui,Uttarākhand,29.67,78.9098,2023,April,0.8037,-0.1884,-0.7349,890,28.18
Amaldu,Uttarākhand,29.9333,78.5333,2023,April,0.3111,0.0471,-0.3159,1406,27.72
Kimsar,Jammu and Kashmīr,34.5,74.5333,2023,April,0.0648,-0.5086,-0.0564,3058,6.73
Sinduri,Himāchal Pradesh,30.7167,77.15,2023,April,0.4244,-0.0237,-0.4724,943,28.72
Gorakhpur,Uttar Pradesh,26.7611,83.3667,2023,April,0.1403,0.0426,-0.1996,84,39.96
Guntur,Andhra Pradesh,16.3,80.45,2023,April,0.2256,0.0816,-0.2549,34,39.7
Karaikandi,Assam,24.8309,92.6143,2023,April,0.6833,-0.2051,-0.5951,20,29.94
Mumbai,Mahārāshtra,19.0758,72.8775,2023,May,0.0673,0.0116,-0.1305,5,39.43
Kolkata,West Bengal,22.5675,88.37,2023,May,0.0164,0.049,-0.0058,6,37.2
Delhi,Delhi,28.66,77.23,2023,May,0.2419,0.0094,-0.3034,219,36.21
Chennai,Tamil Nādu,13.0825,80.275,2023,May,0.0331,0.2746,-0.0444,9,37.48
Bangalore,Karnātaka,12.9791,77.5913,2023,May,0.3305,-0.0419,-0.3447,924,32.85
Ahmedabad,Gujarāt,23.0219,72.5797,2023,May,0.3233,-0.0263,-0.3299,52,39.72
Pune,Mahārāshtra,18.5211,73.8553,2023,May,0.3962,-0.0319,-0.4145,554,39.28
Hyderabad,Telangāna,17.3617,78.4747,2023,May,0.115,0.0907,-0.2154,508,38.78
Surat,Gujarāt,21.205,72.84,2023,May,0.1482,0.1135,-0.2085,14,41.26
Prayagraj,Uttar Pradesh,25.45,81.85,2023,May,0.3388,0.0139,-0.3945,95,37.68
Kanpur,Gujarāt,24.285,72.6933,2023,May,0.4145,-0.0416,-0.4337,335,40.29
Kanpur,Uttar Pradesh,26.4725,80.3311,2023,May,0.0885,0.0734,-0.1593,132,37.86
Belahi,Bihār,25.7167,86.4,2023,May,0.5313,-0.1256,-0.5089,41,36.3
Vadodara,Gujarāt,22.3,73.2,2023,May,0.2475,0.0188,-0.2771,38,41.23
Nadampalaiyam,Tamil Nādu,11.1793,77.376,2023,May,0.1197,0.0445,-0.1526,318,36.39
Lucknow,Uttar Pradesh,26.847,80.947,2023,May,0.0755,0.1021,-0.1377,115,38.17
Kannankulam,Kerala,10.4799,76.1131,2023,May,0.3867,-0.2094,-0.3603,13,29.72
Mahuakheraganj,Uttarākhand,29.13,78.95,2023,May,0.2452,-0.1047,-0.2653,222,32.31
Nagla,Uttarākhand,29.01,79.51,2023,May,0.4743,0.0364,-0.4767,227,34.48
Jaipur,Rājasthān,26.915,75.82,2023,May,0.1815,-0.0132,-0.1467,441,38.12
Kottarassheri,Kerala,10.6167,76.5333,2023,May,0.2919,0.0409,-0.2772,147,30.67
Attadappa,Kerala,11.85,75.4167,2023,May,0.52,-0.1621,-0.4859,37,34.7
Barmhan Kalan,Madhya Pradesh,23.0333,79.0167,2023,May,0.5747,-0.0483,-0.6199,337,39.95
Gorakhpur,Chhattīsgarh,22.1688,81.6042,2023,May,0.1912,0.1169,-0.287,305,42.96
Nagpur,Mahārāshtra,21.1497,79.0806,2023,May,0.3151,-0.0804,-0.3688,318,39.22
Guwahati,Assam,26.1806,91.7502,2023,May,0.0644,0.1848,-0.1053,57,33.17
Ghaziabad,Uttar Pradesh,28.6667,77.4167,2023,May,0.2151,0.0252,-0.2571,211,37.41
Coimbatore,Tamil Nādu,11.0008,76.9633,2023,May,0.2847,0.0119,-0.3015,417,36.4
Patna,Bihār,25.61,85.1414,2023,May,0.1255,0.1304,-0.22,63,36.62
Rajkot,Gujarāt,22.2969,70.7984,2023,May,0.0394,0.0842,-0.0676,134,41.05
Vishakhapatnam,Andhra Pradesh,17.6939,83.2922,2023,May,0.3298,0.0277,-0.3849,12,33.85
Indore,Madhya Pradesh,22.7186,75.855,2023,May,0.0449,0.1412,-0.19,553,40.44
Abhepur,Punjab,30.6667,76.8333,2023,May,0.1529,-0.0053,-0.2201,311,36.1
Gumanwala,Uttarākhand,29.9333,77.9,2023,May,0.3915,0.0735,-0.4188,277,32.27
Thane,Mahārāshtra,19.18,72.9633,2023,May,0.6283,-0.2266,-0.6041,14,36.18
Bhopal,Madhya Pradesh,23.25,77.4167,2023,May,0.0875,0.1084,-0.1411,512,36.74
Agra,Uttar Pradesh,27.18,78.02,2023,May,0.2271,0.1141,-0.3545,184,39.38
Peyanvilai,Tamil Nādu,8.5674,78.1046,2023,May,0.1892,0.0224,-0.2711,8,36.96
Pimpri-Chinchwad,Mahārāshtra,18.6278,73.8131,2023,May,0.7013,-0.227,-0.6936,584,40.75
Harbatpur,Uttarākhand,30.45,77.73,2023,May,0.2139,0.0455,-0.3239,445,33.86
Saundhonwali,Uttarākhand,30.3331,77.9608,2023,May,0.0271,0.0873,-0.1107,612,33.5
Ludhiana,Punjab,30.9083,75.8486,2023,May,0.3216,-0.048,-0.3461,243,36.79
Meerut,Uttar Pradesh,28.98,77.7064,2023,May,0.0982,0.1197,-0.1582,228,38.32
Madurai,Tamil Nādu,9.9197,78.1194,2023,May,0.1191,0.2522,-0.3295,141,37.1
Nasik,Mahārāshtra,20.0,73.7833,2023,May,0.087,0.1316,-0.1521,588,39.44
Faridabad,Haryāna,28.4167,77.3,2023,May,0.2941,-0.0069,-0.3264,208,36.4
Madarpur,Bihār,26.227,84.6746,2023,May,0.1328,0.1004,-0.1977,69,38.54
Najafgarh,Delhi,28.6125,76.9847,2023,May,0.0603,0.0634,-0.1355,220,37.15
Jabalpur,Madhya Pradesh,23.1667,79.9333,2023,May,0.0966,0.091,-0.195,399,39.65
Madanpur,Uttarākhand,29.326,79.1537,2023,May,0.3579,0.0273,-0.3971,315,35.31
Kamalwaganja Gaur,Uttarākhand,29.2117,79.4654,2023,May,0.5583,-0.0557,-0.5459,383,35.23
Kalyan,Mahārāshtra,19.25,73.15,2023,May,0.1984,0.107,-0.2505,10,39.51
Asansol,West Bengal,23.6833,86.9667,2023,May,0.1128,0.1343,-0.2121,125,37.76
Vijayawada ,Andhra Pradesh,16.5167,80.6167,2023,May,0.3804,-0.0431,-0.3833,27,35.3
Vasai-Virar,Mahārāshtra,19.47,72.8,2023,May,0.1895,0.1817,-0.2544,0,39.41
Varanasi,Uttar Pradesh,25.3189,83.0128,2023,May,0.1705,0.0962,-0.2606,78,37.78
Kalleli,Kerala,9.2,76.8833,2023,May,0.6071,-0.3286,-0.5601,133,27.93
Srinagar,Jammu and Kashmīr,34.0911,74.8061,2023,May,0.1252,0.0628,-0.1425,1595,31.24
Aurangabad,Mahārāshtra,19.88,75.32,2023,May,0.3225,-0.0123,-0.3597,564,40.34
Dhanbad,Jhārkhand,23.7928,86.435,2023,May,0.4532,0.013,-0.4821,245,38.87
Amritsar,Punjab,31.6269,74.877,2023,May,0.0516,0.0578,-0.1302,234,38.14
Haora,West Bengal,22.58,88.3294,2023,May,0.015,0.0635,-0.0013,12,36.36
Ranchi,Jhārkhand,23.3556,85.3347,2023,May,0.3903,-0.045,-0.4034,643,39.23
Gwalior,Madhya Pradesh,26.2125,78.1775,2023,May,0.0628,0.1296,-0.1568,215,39.58
Jodhpur,Rājasthān,26.2944,73.0278,2023,May,0.1764,0.0428,-0.229,251,39.38
Chandigarh,Chandīgarh,30.7364,76.7883,2023,May,0.453,-0.0553,-0.4667,349,35.01
Raipur,Chhattīsgarh,21.2379,81.6337,2023,May,0.0687,0.114,-0.1316,309,38.12
Warangal,Telangāna,17.9756,79.6011,2023,May,0.0861,0.1372,-0.1103,269,37.86
Kota,Rājasthān,25.18,75.83,2023,May,0.1011,0.0269,-0.1416,230,39.22
Bareilly,Uttar Pradesh,28.364,79.415,2023,May,0.0865,0.1187,-0.1813,180,36.52
Solapur,Mahārāshtra,17.6703,75.9011,2023,May,0.1901,0.0707,-0.2365,474,40.09
Hubli,Karnātaka,15.3108,75.0925,2023,May,0.1664,0.1457,-0.2245,618,39.33
Mysore,Karnātaka,12.3086,76.6531,2023,May,0.058,0.1592,-0.1061,747,33.06
Trichinopoly,Tamil Nādu,10.8269,78.6928,2023,May,0.2155,-0.0115,-0.2226,74,36.67
Moradabad,Uttar Pradesh,28.8389,78.7769,2023,May,0.1623,0.0543,-0.2115,205,36.42
Tiruppur,Tamil Nādu,11.1075,77.3398,2023,May,0.077,-0.0949,-0.0394,305,36.55
Jamnagar,Gujarāt,22.47,70.07,2023,May,0.1927,0.0334,-0.2053,21,38.66
Gurgaon,Haryāna,28.4667,77.0333,2023,May,0.2036,-0.0443,-0.2602,224,37.48
Aligarh,Uttar Pradesh,27.88,78.08,2023,May,0.1972,0.0194,-0.2407,190,38.02
Jalandhar,Punjab,31.3256,75.5792,2023,May,0.1073,0.0866,-0.1751,242,38.06
Bhubaneshwar,Odisha,20.295,85.825,2023,May,0.1615,0.0161,-0.2305,47,35.31
Bhayandar,Mahārāshtra,19.3,72.85,2023,May,0.2347,0.119,-0.2812,9,38.97
Narela,Delhi,28.85,77.1,2023,May,0.5749,-0.1276,-0.5571,212,35.05
Shishgarh,Uttar Pradesh,28.72,79.32,2023,May,0.7223,-0.2748,-0.656,181,33.41
Thiruvananthapuram,Kerala,8.4875,76.9525,2023,May,0.0797,-0.165,-0.053,15,32.81
Dispur,Assam,26.15,91.77,2023,May,0.6947,-0.1986,-0.6118,116,34.58
Durgapur,West Bengal,23.55,87.32,2023,May,0.3115,0.0181,-0.3273,90,37.31
Bhiwandi,Mahārāshtra,19.3,73.0667,2023,May,0.0164,-0.1215,-0.0747,25,41.66
Saharanpur,Uttar Pradesh,29.964,77.546,2023,May,0.0807,0.0833,-0.19,280,35.34
Shiliguri,West Bengal,26.72,88.42,2023,May,0.199,0.0345,-0.2207,119,34.79
Avadi,Tamil Nādu,13.1147,80.1098,2023,May,0.2649,0.0408,-0.3005,32,37.78
Salem,Tamil Nādu,11.65,78.1667,2023,May,0.0865,0.0582,-0.2049,285,35.85
Jui,Uttarākhand,29.67,78.9098,2023,May,0.7798,-0.2169,-0.6896,890,29.36
Amaldu,Uttarākhand,29.9333,78.5333,2023,May,0.3505,0.0624,-0.3813,1406,28.83
Kimsar,Jammu and Kashmīr,34.5,74.5333,2023,May,0.4471,-0.3828,-0.4173,3058,14.55
Sinduri,Himāchal Pradesh,30.7167,77.15,2023,May,0.4979,-0.0614,-0.4791,943,28.81
Gorakhpur,Uttar Pradesh,26.7611,83.3667,2023,May,0.0987,0.0839,-0.1626,84,38.57
Guntur,Andhra Pradesh,16.3,80.45,2023,May,0.1707,0.1142,-0.2362,34,39.24
Karaikandi,Assam,24.8309,92.6143,2023,May,0.6505,-0.2111,-0.5472,20,30.21
Mumbai,Mahārāshtra,19.0758,72.8775,2023,June,0.0719,0.0448,-0.1265,5,35.05
Kolkata,West Bengal,22.5675,88.37,2023,June,0.0445,0.0424,-0.1499,6,33.89
Delhi,Delhi,28.66,77.23,2023,June,0.2141,0.0364,-0.29,219,35.25
Chennai,Tamil Nādu,13.0825,80.275,2023,June,0.0851,0.0073,-0.0902,9,36.88
Bangalore,Karnātaka,12.9791,77.5913,2023,June,0.1932,-0.0716,-0.1695,924,29.71
Ahmedabad,Gujarāt,23.0219,72.5797,2023,June,0.3786,-0.1111,-0.3855,52,34.28
Pune,Mahārāshtra,18.5211,73.8553,2023,June,0.3525,-0.0249,-0.3476,554,35.3
Hyderabad,Telangāna,17.3617,78.4747,2023,June,0.0785,0.0804,-0.1489,508,37.84
Surat,Gujarāt,21.205,72.84,2023,June,0.1768,0.1035,-0.2501,14,37.35
Prayagraj,Uttar Pradesh,25.45,81.85,2023,June,0.3167,0.0093,-0.3586,95,38.72
Kanpur,Gujarāt,24.285,72.6933,2023,June,0.3797,-0.0255,-0.351,335,35.01
Kanpur,Uttar Pradesh,26.4725,80.3311,2023,June,0.087,0.088,-0.1427,132,37.94
Belahi,Bihār,25.7167,86.4,2023,June,0.5554,-0.1522,-0.5255,41,39.14
Vadodara,Gujarāt,22.3,73.2,2023,June,0.2113,-0.0105,-0.2378,38,36.79
Nadampalaiyam,Tamil Nādu,11.1793,77.376,2023,June,0.0913,0.1091,-0.1561,318,38.31
Lucknow,Uttar Pradesh,26.847,80.947,2023,June,0.069,0.0959,-0.1379,115,40.14
Mahuakheraganj,Uttarākhand,29.13,78.95,2023,June,0.2395,-0.0628,-0.2616,222,35.15
Nagla,Uttarākhand,29.01,79.51,2023,June,0.3119,0.0783,-0.3741,227,39.37
Jaipur,Rājasthān,26.915,75.82,2023,June,0.4407,-0.0691,-0.4714,441,35.8
Attadappa,Kerala,11.85,75.4167,2023,June,0.6435,-0.2457,-0.5589,37,30.03
Barmhan Kalan,Madhya Pradesh,23.0333,79.0167,2023,June,0.5302,-0.0186,-0.6309,337,39.6
Gorakhpur,Chhattīsgarh,22.1688,81.6042,2023,June,0.1372,0.0322,-0.0093,305,42.08
Nagpur,Mahārāshtra,21.1497,79.0806,2023,June,0.328,-0.0689,-0.3574,318,39.72
Guwahati,Assam,26.1806,91.7502,2023,June,0.0582,0.1996,-0.0894,57,33.51
Ghaziabad,Uttar Pradesh,28.6667,77.4167,2023,June,0.1671,0.0403,-0.2098,211,37.89
Coimbatore,Tamil Nādu,11.0008,76.9633,2023,June,0.2235,-0.0641,-0.2467,417,37.0
Patna,Bihār,25.61,85.1414,2023,June,0.0986,0.0989,-0.1634,63,38.76
Rajkot,Gujarāt,22.2969,70.7984,2023,June,0.0403,0.0772,-0.0636,134,36.48
Vishakhapatnam,Andhra Pradesh,17.6939,83.2922,2023,June,0.1803,-0.0494,-0.0195,12,36.71
Indore,Madhya Pradesh,22.7186,75.855,2023,June,0.0351,0.1547,-0.1779,553,35.19
Abhepur,Punjab,30.6667,76.8333,2023,June,0.1644,0.006,-0.2143,311,36.82
Gumanwala,Uttarākhand,29.9333,77.9,2023,June,0.4515,0.0188,-0.468,277,36.02
Thane,Mahārāshtra,19.18,72.9633,2023,June,0.662,-0.2347,-0.6854,14,34.52
Bhopal,Madhya Pradesh,23.25,77.4167,2023,June,0.0103,0.1036,-0.0473,512,37.17
Agra,Uttar Pradesh,27.18,78.02,2023,June,0.1988,0.0847,-0.3135,184,38.61
Peyanvilai,Tamil Nādu,8.5674,78.1046,2023,June,0.1774,0.0875,-0.2713,8,39.35
Pimpri-Chinchwad,Mahārāshtra,18.6278,73.8131,2023,June,0.6674,-0.2371,-0.6373,584,36.78
Harbatpur,Uttarākhand,30.45,77.73,2023,June,0.1842,0.0461,-0.2653,445,35.4
Saundhonwali,Uttarākhand,30.3331,77.9608,2023,June,0.0369,0.0804,-0.0992,612,35.26
Ludhiana,Punjab,30.9083,75.8486,2023,June,0.3407,-0.0522,-0.3463,243,39.04
Meerut,Uttar Pradesh,28.98,77.7064,2023,June,0.0684,0.1192,-0.1608,228,38.55
Madurai,Tamil Nādu,9.9197,78.1194,2023,June,0.1017,0.2691,-0.2586,141,39.46
Nasik,Mahārāshtra,20.0,73.7833,2023,June,0.076,0.1138,-0.1077,588,36.23
Faridabad,Haryāna,28.4167,77.3,2023,June,0.2809,-0.0161,-0.2913,208,36.27
Madarpur,Bihār,26.227,84.6746,2023,June,0.1067,0.1291,-0.1828,69,42.8
Najafgarh,Delhi,28.6125,76.9847,2023,June,0.0325,0.0714,-0.0908,220,37.9
Jabalpur,Madhya Pradesh,23.1667,79.9333,2023,June,0.084,0.0995,-0.1708,399,41.98
Madanpur,Uttarākhand,29.326,79.1537,2023,June,0.1183,0.0867,-0.2027,315,40.8
Kamalwaganja Gaur,Uttarākhand,29.2117,79.4654,2023,June,0.2897,0.0433,-0.3203,383,40.95
Kalyan,Mahārāshtra,19.25,73.15,2023,June,0.0337,-0.0813,0.0134,10,37.29
Asansol,West Bengal,23.6833,86.9667,2023,June,0.1068,0.1173,-0.1711,125,40.24
Vijayawada ,Andhra Pradesh,16.5167,80.6167,2023,June,0.3642,-0.0599,-0.3483,27,36.19
Vasai-Virar,Mahārāshtra,19.47,72.8,2023,June,0.1606,0.1002,-0.2261,0,34.81
Varanasi,Uttar Pradesh,25.3189,83.0128,2023,June,0.1873,0.0735,-0.2384,78,39.3
