city,lat,lng,ndvi,ndbi,albedo,humidity,population_density,building_density,elevation_m,rainfall_mm,aqi,green_cover_pct,water_body_pct,wind_speed,month,hour_of_day,lst
Patna,25.650538630239367,85.14602381198809,0.3202,0.669,0.271,67.4,23580.7,0.7396,69.1,1137.9,206.0,14.8,5.6,7.9,1,15.4,36.31
Patna,25.62632878538787,85.12597370054895,0.2634,0.5775,0.1695,85.0,9803.7,0.7053,43.8,1097.0,191.0,13.0,3.4,12.7,8,16.8,30.81
Patna,25.626068880215435,85.13326693794936,0.1692,0.6962,0.1434,64.5,15750.0,0.7588,22.0,1239.0,206.0,14.9,2.9,8.8,6,13.5,33.52
Patna,25.588396592688067,85.13544581661644,0.1945,0.7157,0.1317,59.2,19145.0,0.5743,32.2,986.6,199.0,12.4,3.3,8.6,4,14.8,33.29
Patna,25.60279868733376,85.12605732826249,0.0808,0.7871,0.2134,64.4,19784.5,0.7865,48.0,1125.6,207.0,16.8,4.6,9.1,3,13.0,36.32
Patna,25.614349481669855,85.12208748891344,0.1769,0.6463,0.1479,68.0,18377.6,0.8129,66.5,982.0,205.0,8.4,5.0,9.6,6,9.2,31.67
Patna,25.606628504724306,85.11753306145279,0.1979,0.7411,0.2261,64.0,17476.9,0.5642,69.4,1134.8,158.0,15.8,4.6,9.9,11,10.7,39.49
Patna,25.618956937752948,85.11733811663913,0.1124,0.6103,0.1624,71.0,19205.5,0.7117,62.2,1102.9,238.0,10.3,5.8,7.1,11,13.1,42.41
Vadodara,22.305758511401702,73.15818842837284,0.2985,0.5491,0.1482,69.8,10656.0,0.8113,21.4,1019.6,88.0,19.9,1.1,12.2,8,17.4,32.16
Vadodara,22.301678625211192,73.19931188439577,0.1553,0.5717,0.2201,63.6,10787.3,0.6792,53.1,899.3,182.0,16.2,3.2,9.6,1,13.0,38.17
Vadodara,22.30839811697546,73.19701466285355,0.2492,0.5477,0.2044,62.8,8900.8,0.7504,25.8,991.3,142.0,14.4,3.3,11.2,10,9.9,37.84
Vadodara,22.306615384835656,73.14078293443033,0.2198,0.6932,0.2073,55.1,9134.4,0.7306,75.3,977.4,147.0,15.2,2.4,3.4,1,15.4,39.62
Vadodara,22.328848265373757,73.15163144143226,0.2254,0.7524,0.285,62.3,9552.1,0.7446,24.7,924.6,139.0,12.0,1.3,0.8,9,17.0,40.35
Vadodara,22.295884292105413,73.16934452725053,0.3361,0.6591,0.2327,48.8,10557.8,0.7366,56.4,953.0,145.0,13.6,1.7,4.5,3,9.0,32.94
Vadodara,22.29781394254765,73.17818804883235,0.0898,0.7278,0.1404,52.7,9311.4,0.7745,48.3,924.9,128.0,16.1,2.4,8.3,10,11.8,43.65
Vadodara,22.31445451452543,73.18246856723684,0.2936,0.5836,0.1843,53.0,10046.0,0.7759,28.7,896.0,124.0,13.5,0.8,8.7,4,9.0,30.75
Vadodara,22.303928338842972,73.2012751079189,0.1316,0.5916,0.1798,59.5,6656.1,0.7519,39.4,876.3,130.0,17.9,1.8,7.3,10,11.9,41.23
Vadodara,22.329483660767366,73.19025155110546,0.1877,0.7284,0.1357,60.2,9101.8,0.7844,28.0,906.9,115.0,14.7,1.0,7.3,9,8.1,38.26
Vadodara,22.307880217062216,73.18446171280115,0.0854,0.6394,0.2244,71.2,10108.4,0.6961,15.2,902.6,116.0,16.5,2.5,12.6,7,15.9,32.81
Vadodara,22.306384017834176,73.1632065493566,0.1767,0.719,0.1843,43.0,12331.4,0.8254,53.5,770.3,90.0,18.3,3.1,4.6,1,14.6,41.4
Vadodara,22.30781250605929,73.20042226190319,0.2807,0.6056,0.1916,57.4,10777.5,0.8369,39.2,905.3,181.0,8.5,2.9,7.9,12,11.5,41.57
Vadodara,22.295472075180218,73.16633441552283,0.1244,0.5623,0.1439,44.6,9488.4,0.8551,51.8,909.7,169.0,18.3,1.7,7.5,12,14.3,42.08
Vadodara,22.331813550561318,73.15530308784102,0.1731,0.6728,0.2227,47.5,13491.8,0.9091,30.3,837.8,112.0,12.0,1.0,6.6,1,15.2,40.81
Vadodara,22.30168060104195,73.18588590079008,0.1331,0.5484,0.2255,65.4,9271.4,0.7488,23.1,973.6,153.0,13.6,3.3,10.1,9,14.0,37.75
Vadodara,22.305088296075475,73.16300402702035,0.1523,0.6867,0.1556,83.0,6060.4,0.7305,45.1,971.2,127.0,18.9,1.3,5.5,7,16.2,33.74
Vadodara,22.314088128617545,73.19436198228293,0.2336,0.6263,0.1175,52.2,6511.1,0.705,52.9,913.7,174.0,17.2,1.6,7.0,6,13.5,33.34
Vadodara,22.309917585975644,73.1752615034126,0.2199,0.7025,0.1293,54.8,8123.2,0.7966,35.3,987.0,149.0,16.1,2.8,7.7,12,6.2,38.27
Vadodara,22.295224739941787,73.17496515300508,0.291,0.5695,0.1485,66.7,10173.3,0.6959,23.2,916.0,170.0,18.2,3.1,7.1,4,9.6,30.07
Vadodara,22.317824526760052,73.19216568694605,0.1886,0.6105,0.184,61.7,7939.5,0.8422,36.6,947.4,161.0,16.9,2.8,6.7,4,9.6,32.28
Vadodara,22.3242067211261,73.21841022540158,0.1405,0.6505,0.2166,75.2,13704.6,0.7183,44.5,923.7,152.0,16.5,1.8,9.2,9,13.5,38.81
Vadodara,22.32522312117104,73.16922179836558,0.1915,0.608,0.2009,58.9,9833.3,0.7156,32.7,905.9,148.0,14.6,2.0,7.6,12,16.7,39.95
Vadodara,22.30388121841265,73.16492583842852,0.2045,0.6683,0.2472,63.4,9469.6,0.8377,65.8,868.7,163.0,13.5,2.0,9.3,1,8.1,38.62
Vadodara,22.27358478813318,73.16934176747438,0.2355,0.4822,0.1471,73.1,9551.2,0.7753,55.7,907.2,154.0,20.0,2.4,6.0,9,16.8,34.68
Vadodara,22.302618047267643,73.19870375274837,0.1765,0.6463,0.1169,49.5,10486.8,0.857,67.8,912.3,153.0,14.9,1.7,14.1,2,14.9,37.05
Vadodara,22.325765925043697,73.17794994035556,0.0961,0.6441,0.1963,52.8,9279.1,0.7673,51.3,957.8,161.0,21.0,1.6,7.9,12,7.2,38.57
Vadodara,22.32069253565193,73.2240947934402,0.2356,0.5969,0.1476,51.4,11923.6,0.7276,27.1,895.2,151.0,16.4,2.8,14.5,10,12.5,40.05
Vadodara,22.336236088424695,73.16847014985993,0.191,0.6818,0.2038,65.4,7705.2,0.8126,33.7,757.8,155.0,17.7,1.8,9.8,8,14.5,36.86
Vadodara,22.32781251800895,73.15111699317575,0.1308,0.6674,0.1954,67.6,6272.5,0.7412,22.2,969.2,157.0,13.9,2.6,12.9,1,11.1,38.75
Vadodara,22.312593148984515,73.18892977160881,0.209,0.6544,0.209,40.3,9952.7,0.7008,48.5,935.1,113.0,12.3,2.1,14.4,3,19.6,32.11
Vadodara,22.31015286461462,73.21624776774264,0.2638,0.6497,0.1634,43.1,7218.4,0.7422,13.0,1036.1,115.0,15.0,2.3,11.0,3,15.7,34.06
Vadodara,22.323864981510507,73.1525343560843,0.2287,0.672,0.2195,52.6,8620.0,0.7401,30.5,823.6,121.0,13.5,2.1,12.1,6,16.5,32.06
Vadodara,22.321871815950928,73.20447903626763,0.2533,0.6515,0.206,52.8,11026.3,0.707,34.5,972.9,157.0,13.4,3.9,7.9,12,9.8,39.79
Vadodara,22.30625819119158,73.19976194500956,0.2291,0.6368,0.1868,76.2,9823.9,0.7636,25.6,795.6,140.0,14.7,0.0,7.2,7,18.3,33.18
Vadodara,22.308741146148275,73.22370392619698,0.2576,0.5958,0.1791,59.6,7847.6,0.7472,62.4,981.4,129.0,10.9,1.8,9.7,4,14.4,32.09
Vadodara,22.30632291696405,73.16517669434293,0.2556,0.6803,0.1734,80.2,6748.3,0.7967,59.5,842.9,140.0,14.1,1.1,8.8,7,15.7,34.04
Vadodara,22.333366506130588,73.18012405492954,0.2072,0.6264,0.1921,55.5,8431.5,0.8075,54.6,864.6,138.0,16.5,2.4,8.9,1,11.2,37.71
Vadodara,22.327454648591615,73.17432540753167,0.1814,0.6816,0.1357,58.9,11512.3,0.7366,61.1,997.4,130.0,17.7,1.5,5.5,2,11.8,37.57
Vadodara,22.327781573211194,73.19578746646671,0.3098,0.6824,0.1844,43.3,8247.4,0.8074,57.7,936.5,136.0,14.1,2.8,5.7,6,11.1,33.14
Vadodara,22.30373917678638,73.16782891190789,0.3138,0.66,0.2241,60.4,12290.3,0.8065,42.1,947.5,143.0,19.8,3.2,12.2,6,9.2,28.94
Vadodara,22.315076339246094,73.17608691101893,0.1802,0.7208,0.1863,50.6,8393.0,0.7577,50.9,906.9,145.0,16.1,1.2,9.2,5,13.5,34.09
Vadodara,22.287890958521416,73.17428267237763,0.166,0.6035,0.1917,57.4,8852.5,0.781,50.5,1020.8,139.0,20.1,2.3,7.5,3,9.4,32.85
Vadodara,22.282138341670883,73.19334583032314,0.2535,0.6019,0.1675,52.0,8413.5,0.7516,60.7,987.3,79.0,14.2,2.8,8.6,10,11.0,39.03
Vadodara,22.289004813938867,73.16801507880862,0.2419,0.681,0.1364,52.7,11636.5,0.7213,0.0,879.0,148.0,15.3,1.2,6.4,1,16.0,38.92
Vadodara,22.328247666529826,73.19756563048969,0.2223,0.6144,0.2282,50.4,9251.9,0.712,41.3,976.5,124.0,20.0,2.2,9.6,5,15.4,29.65
Vadodara,22.290243435672583,73.20585970412675,0.3578,0.5526,0.2183,46.4,10097.8,0.637,29.7,939.4,147.0,12.7,2.7,8.0,3,17.9,29.77
Vadodara,22.302206428863013,73.16673685812947,0.2916,0.6723,0.1539,65.8,8059.5,0.7838,34.5,1034.1,105.0,13.0,2.4,8.6,7,11.5,33.42
Vadodara,22.336595347652104,73.1562134157564,0.2373,0.7368,0.1329,43.9,7922.1,0.7499,35.5,897.3,110.0,18.1,1.8,11.2,6,11.2,32.96
Vadodara,22.270947182848488,73.15838033811494,0.2567,0.57,0.1521,50.8,8589.3,0.8343,31.1,933.9,125.0,17.0,2.8,11.2,11,13.0,40.9
Vadodara,22.300983198062042,73.1964575141262,0.2874,0.6304,0.2185,60.5,10045.1,0.878,35.6,937.2,125.0,23.0,2.0,9.1,4,13.6,31.05
Vadodara,22.299173347190003,73.18721867860073,0.2832,0.506,0.1931,55.5,8008.3,0.8261,48.0,942.8,117.0,15.6,3.2,12.3,12,12.6,37.74
Vadodara,22.324796879161507,73.18107454333784,0.2847,0.5629,0.1589,74.5,8790.9,0.7724,40.3,871.1,149.0,16.2,1.4,7.8,9,9.6,36.61
Vadodara,22.324652086210985,73.17687350727216,0.2654,0.6624,0.2034,44.4,9708.2,0.8638,63.6,1003.2,151.0,16.9,1.8,12.4,12,7.9,38.92
Vadodara,22.30276043702548,73.17311421032929,0.1968,0.4601,0.1695,57.9,7859.8,0.787,49.5,997.2,114.0,18.7,2.2,4.3,3,14.1,32.65
Vadodara,22.291374117901988,73.17186334606664,0.1968,0.6954,0.2583,49.8,9437.3,0.7126,25.4,990.9,137.0,15.7,2.5,6.6,6,13.5,32.91
Vadodara,22.312206148923803,73.17451768644658,0.1529,0.5895,0.1691,37.5,9115.7,0.7479,35.6,844.8,119.0,14.3,1.3,6.9,3,13.6,37.3
Vadodara,22.31969221467339,73.19028948078616,0.1356,0.5973,0.2031,70.5,9229.1,0.735,47.6,965.5,85.0,11.3,2.1,9.5,9,12.6,38.37
Vadodara,22.307181825863463,73.21288502332173,0.1644,0.6574,0.1802,49.5,7664.6,0.7558,43.6,892.7,130.0,16.0,4.5,9.0,11,12.4,41.93
Vadodara,22.31414744490158,73.1654851529476,0.2221,0.6394,0.2239,64.1,10036.1,0.7455,31.3,955.8,155.0,12.2,4.1,9.3,11,7.1,38.85
Vadodara,22.328809271016695,73.16880920761871,0.2392,0.6412,0.2451,59.1,8356.7,0.7785,52.6,947.8,135.0,19.0,1.4,4.4,1,11.7,37.49
Vadodara,22.3289272849544,73.18658334444329,0.1804,0.6091,0.2528,60.2,9632.8,0.758,37.6,981.7,165.0,13.5,2.5,8.6,2,12.0,37.31
Vadodara,22.297386720918126,73.19625860685211,0.2813,0.5956,0.1243,69.1,12143.7,0.7878,35.3,891.3,148.0,17.3,2.1,6.3,11,12.5,41.34
Vadodara,22.30315329224274,73.16661056845905,0.2085,0.7364,0.1599,60.4,11022.4,0.7071,46.6,1011.1,151.0,9.3,2.9,9.4,5,12.1,34.12
Vadodara,22.31128557746695,73.15920733356559,0.2055,0.6629,0.1735,68.5,7850.9,0.8016,3.9,910.4,151.0,11.6,1.9,16.2,10,18.0,38.21
Vadodara,22.298017725654503,73.19808507495607,0.205,0.647,0.204,59.4,9055.0,0.7363,26.5,866.5,105.0,16.5,2.0,5.4,8,9.8,35.2
Vadodara,22.318460924820283,73.15662660709356,0.2655,0.591,0.2323,47.3,8916.8,0.8291,57.2,931.9,112.0,10.5,2.1,10.5,1,7.2,35.72
Vadodara,22.324156348698015,73.18435561025794,0.2875,0.6304,0.187,56.1,5993.6,0.6239,50.3,908.3,119.0,16.1,2.1,5.0,12,14.6,39.8
Vadodara,22.29821576815814,73.17925807884204,0.2528,0.6715,0.2031,58.5,8817.9,0.7828,77.8,1000.4,146.0,17.5,2.3,8.4,3,12.9,34.71
Vadodara,22.288384484401295,73.15671112177321,0.1772,0.4465,0.185,58.5,11954.0,0.744,19.4,1000.9,121.0,17.1,1.4,5.9,3,19.7,29.56
Vadodara,22.317869060793118,73.17207008739346,0.1811,0.6527,0.1932,73.4,7048.0,0.7717,43.8,905.1,137.0,17.5,1.7,4.6,9,13.0,39.44
Vadodara,22.306008281654623,73.192887795763,0.285,0.65,0.1659,58.4,12148.5,0.7746,0.0,1045.1,159.0,13.4,2.1,7.6,6,13.0,33.26
Vadodara,22.28215114268356,73.21027403473661,0.2246,0.6831,0.2184,72.6,9247.0,0.849,59.6,922.3,124.0,17.8,3.1,11.7,8,17.9,33.61
Vadodara,22.293498172073082,73.16368172925948,0.245,0.5418,0.2025,70.9,12624.2,0.7876,8.0,996.7,117.0,12.9,2.0,9.6,7,10.9,32.5
Vadodara,22.314371465284218,73.17711665783575,0.308,0.6026,0.1773,56.8,7894.8,0.7554,46.6,1013.9,144.0,20.4,2.0,3.9,3,13.6,32.61
Vadodara,22.322604741413794,73.1686737632059,0.2125,0.6539,0.1415,53.8,10100.5,0.6443,51.8,860.3,111.0,19.0,1.7,3.8,3,16.3,33.98
Vadodara,22.305576355151175,73.16135775395585,0.3512,0.5454,0.2139,50.5,9635.4,0.7587,26.5,932.9,129.0,17.1,1.4,9.4,6,13.9,30.98
Vadodara,22.292683925550648,73.15539033593473,0.1573,0.5981,0.0886,57.7,10048.5,0.815,50.4,1027.4,161.0,14.3,2.8,5.3,9,18.2,38.22
Vadodara,22.30703579001973,73.21153711016687,0.1615,0.4709,0.159,75.4,6063.4,0.9035,45.2,960.7,135.0,17.5,2.0,7.8,8,13.0,35.7
Vadodara,22.301003354724433,73.19709218991578,0.2134,0.6282,0.2181,43.9,12204.7,0.8227,66.7,946.7,126.0,16.8,2.8,13.0,11,12.8,40.69
Vadodara,22.317378848010478,73.18184349943476,0.2568,0.5748,0.1866,74.7,7109.6,0.7261,38.8,873.4,131.0,22.3,1.0,11.8,9,12.3,34.88
Vadodara,22.321912684012982,73.19802629016306,0.141,0.5656,0.2394,53.3,10726.2,0.7149,49.0,967.0,91.0,17.6,1.8,9.1,2,16.3,34.72
Vadodara,22.31842407194542,73.17320886457185,0.1206,0.616,0.1928,48.2,8979.5,0.8283,36.9,953.1,170.0,13.0,2.4,1.1,5,15.8,33.73
Vadodara,22.315644360676966,73.16285837144078,0.2511,0.6306,0.2131,54.6,10137.5,0.7415,21.5,932.4,160.0,15.1,1.7,9.3,2,14.7,35.5
Vadodara,22.30399553052591,73.18615332474464,0.1319,0.6812,0.1813,55.3,9455.7,0.7906,16.9,834.1,126.0,17.2,3.2,6.5,10,16.6,41.93
Vadodara,22.279340454827143,73.19333114369616,0.306,0.6878,0.176,54.1,7304.2,0.6455,45.8,897.0,153.0,13.1,2.0,8.0,4,12.4,32.52
Vadodara,22.33902409236201,73.14591334644886,0.1888,0.61,0.1657,45.1,8833.8,0.6972,11.5,965.6,110.0,19.5,3.3,10.4,4,14.1,31.36
Vadodara,22.286867190480947,73.19951170925798,0.1595,0.6671,0.1481,53.4,10411.6,0.8014,25.9,892.8,136.0,20.3,3.6,11.1,10,15.8,41.06
Vadodara,22.306259550345484,73.19971996709268,0.1961,0.6692,0.2114,50.8,6582.7,0.7255,23.0,924.7,149.0,16.6,2.6,8.7,12,13.5,40.99
Vadodara,22.290172539706955,73.17784504412235,0.1695,0.6946,0.1563,48.5,5113.0,0.8283,34.1,908.3,133.0,18.7,3.5,3.9,11,12.8,42.9
Vadodara,22.262813338915738,73.18843379365201,0.1827,0.6307,0.1794,58.9,7452.4,0.8345,60.0,949.9,152.0,12.2,1.3,8.1,6,12.8,33.57
Vadodara,22.31311656348165,73.17995959615995,0.2599,0.5611,0.1876,47.0,10357.4,0.7558,32.5,971.7,129.0,18.3,1.6,6.1,11,10.5,40.16
Vadodara,22.31100049043875,73.16930950449957,0.2812,0.6914,0.1856,52.0,11036.9,0.7973,53.3,952.8,136.0,15.3,1.9,9.2,4,11.3,33.03
Vadodara,22.308775516292314,73.1628758020236,0.1994,0.6059,0.2152,60.7,10115.7,0.8069,46.7,780.7,145.0,14.5,3.9,4.5,1,11.9,38.54
Vadodara,22.295086690819222,73.16610307980955,0.2677,0.6839,0.2244,61.6,9734.4,0.7314,46.4,913.6,101.0,19.9,1.4,7.3,6,17.1,30.23
Vadodara,22.26967699688912,73.20786101878554,0.3197,0.5998,0.2091,65.5,9753.8,0.8061,9.3,1022.0,131.0,22.7,1.5,9.4,3,15.3,32.19
Vadodara,22.320087162587168,73.2046135946967,0.2775,0.6155,0.1673,72.2,12851.0,0.7027,35.3,1015.6,119.0,13.3,2.3,9.9,4,11.1,30.6
Vadodara,22.273444793051947,73.19454055562561,0.1678,0.6074,0.1765,70.3,6079.7,0.8069,36.2,947.0,149.0,12.5,2.7,5.5,8,12.9,36.05
Vadodara,22.306600100484513,73.19964696279354,0.1088,0.5757,0.1188,62.5,9075.4,0.7426,44.8,972.8,139.0,15.5,1.1,6.5,12,14.5,41.84
Vadodara,22.285566323777672,73.18918798315009,0.1249,0.6213,0.2262,49.9,9676.8,0.7474,23.9,867.0,82.0,16.0,2.4,5.8,4,15.6,33.01
Vadodara,22.318127145054213,73.16670662124405,0.1574,0.5909,0.2409,70.2,6713.7,0.8172,22.4,882.4,143.0,16.8,1.6,9.7,1,11.8,39.12
Vadodara,22.306432026610157,73.1725008881616,0.3017,0.7229,0.168,49.4,11538.1,0.8517,61.8,946.6,125.0,17.8,1.9,7.1,5,11.7,33.29
Vadodara,22.31116543323247,73.19623005341025,0.216,0.6714,0.1965,51.5,11193.8,0.7354,22.7,854.4,128.0,15.6,2.4,7.6,10,9.6,40.23
Vadodara,22.31216837257747,73.17465207112433,0.2377,0.6195,0.1678,48.0,9855.1,0.7894,41.1,847.4,78.0,15.7,0.7,9.0,5,6.0,29.91
Vadodara,22.28828949738409,73.17318712946104,0.2131,0.5071,0.1637,67.5,7987.4,0.7928,30.5,846.9,123.0,19.1,3.1,4.7,2,9.9,34.03
Vadodara,22.301340365849594,73.18238320863989,0.2612,0.7786,0.2426,64.7,12182.3,0.7962,55.8,897.2,154.0,12.9,3.4,6.0,5,14.7,33.53
Vadodara,22.306119624586035,73.1713972027902,0.2165,0.5303,0.1703,62.4,12308.0,0.8059,15.5,885.1,128.0,16.3,2.2,10.6,4,14.5,31.14
Vadodara,22.328789211884096,73.18835571421151,0.4334,0.5625,0.1966,53.9,8349.5,0.7444,37.3,939.8,146.0,16.9,1.1,6.5,5,13.8,30.04
Vadodara,22.31429047350045,73.1896866583011,0.2664,0.4874,0.1083,59.7,10320.6,0.7184,56.2,999.4,136.0,17.9,2.8,11.1,12,12.1,37.8
Vadodara,22.317990570512062,73.18481593492298,0.2762,0.6853,0.1807,63.0,9945.2,0.7752,67.0,947.7,135.0,17.8,1.2,7.7,2,10.8,36.36
Vadodara,22.30455957053846,73.20908320834799,0.2486,0.5442,0.2061,80.1,10225.3,0.7344,19.4,819.3,144.0,17.9,2.7,9.8,7,9.1,30.6
Vadodara,22.30344953672236,73.16674646724971,0.261,0.6773,0.2648,73.8,5731.7,0.6713,25.7,1004.9,188.0,14.4,2.2,1.8,7,9.8,33.26
Vadodara,22.301492088368324,73.17805642274382,0.1639,0.6231,0.1311,44.8,8968.1,0.7444,45.9,914.3,128.0,16.6,2.3,8.6,3,11.9,33.61
Vadodara,22.30700402565869,73.17895553737819,0.2876,0.6627,0.2078,68.8,7905.3,0.6995,41.6,844.4,146.0,15.4,2.2,8.0,8,14.4,36.01
Vadodara,22.30712447629405,73.19852903941604,0.287,0.6126,0.2321,47.1,10681.5,0.6967,9.9,932.4,140.0,17.4,2.8,11.9,3,18.7,30.37
Vadodara,22.29807723393355,73.15629428143116,0.2473,0.6661,0.2478,44.6,11934.2,0.7501,41.8,984.6,159.0,10.8,2.3,5.6,11,6.2,39.41
Vadodara,22.318387275904737,73.16522672649202,0.1964,0.7069,0.2218,75.0,9599.0,0.7797,40.1,1051.3,109.0,8.0,2.6,11.7,9,11.8,37.96
Vadodara,22.32153647813947,73.18807016855607,0.1161,0.5928,0.1778,44.6,7383.1,0.6643,45.5,890.2,90.0,17.7,2.8,9.1,10,9.1,39.87
Vadodara,22.297840453092228,73.19622227568438,0.243,0.7068,0.086,47.1,6761.1,0.7309,39.8,919.4,119.0,16.0,2.5,9.5,4,10.7,33.74
Vadodara,22.301845871450954,73.1824418015109,0.1987,0.5742,0.1681,53.0,10953.4,0.843,28.3,849.7,124.0,15.5,2.5,5.7,2,12.8,39.02
Vadodara,22.298808556170414,73.21014724461028,0.3099,0.5611,0.1899,46.5,8909.0,0.837,46.1,872.7,126.0,14.5,1.5,8.9,11,14.3,41.81
Vadodara,22.320257028478114,73.19945126530091,0.1935,0.604,0.1738,49.6,9716.4,0.6567,67.4,904.8,112.0,14.1,1.3,5.8,5,13.0,32.25
Vadodara,22.311346608603323,73.1906549137227,0.1552,0.4534,0.1467,67.6,11145.4,0.7217,31.8,1078.9,192.0,16.1,2.8,9.0,6,14.4,30.85
Vadodara,22.313319081904943,73.14917574967981,0.3022,0.5497,0.1716,68.7,9398.4,0.7742,32.5,952.9,160.0,16.6,2.0,7.3,5,16.2,29.64
Vadodara,22.312763092967575,73.176790149362,0.2094,0.6324,0.1883,41.9,10318.8,0.7505,40.0,1066.0,132.0,15.7,1.5,11.2,4,14.3,33.58
Vadodara,22.295706251654178,73.20156410929427,0.2082,0.6837,0.1669,57.2,10804.7,0.798,34.9,1009.0,142.0,17.9,1.8,9.7,12,12.7,41.86
Vadodara,22.319965532742245,73.15996302118106,0.2189,0.6364,0.2119,64.0,7913.3,0.7039,26.3,939.5,153.0,17.2,2.5,9.0,5,16.4,31.01
Vadodara,22.304030597570314,73.18785324653562,0.2145,0.6013,0.1476,56.3,10546.8,0.8801,32.2,978.8,155.0,14.2,2.8,6.2,4,14.4,34.05
Vadodara,22.295995579304027,73.17794761029258,0.1828,0.617,0.2189,48.9,7684.3,0.705,47.8,841.3,144.0,13.6,1.6,3.5,1,14.6,39.74
Vadodara,22.29925457911942,73.18472317160246,0.3111,0.5674,0.2216,51.2,9394.4,0.7928,55.1,933.0,159.0,19.4,1.9,7.5,12,12.4,38.49
Vadodara,22.333291600357242,73.19212055264,0.0748,0.5555,0.25,66.2,4735.9,0.7718,66.0,944.4,139.0,10.5,2.0,4.1,9,12.6,38.47
Vadodara,22.315630262395292,73.18597983096728,0.3178,0.5785,0.2158,55.8,9462.8,0.8125,48.4,863.1,126.0,14.6,2.1,10.0,3,11.9,32.09
Vadodara,22.27656031597211,73.19643026699424,0.2147,0.5725,0.2161,59.5,9882.3,0.8677,43.9,895.7,112.0,16.8,1.3,10.1,2,10.5,35.3
Vadodara,22.331752130878918,73.20104257551603,0.2467,0.6598,0.2395,47.1,6101.3,0.7109,46.1,952.8,125.0,14.8,1.5,7.9,3,14.2,33.87
Vadodara,22.330794457570658,73.18969452704209,0.3167,0.5437,0.1651,47.0,6892.1,0.7361,35.0,997.4,126.0,16.9,3.6,13.1,3,11.7,31.21
Vadodara,22.315065745001437,73.16702761685116,0.1715,0.5747,0.2683,61.6,9895.5,0.8302,49.6,797.7,115.0,18.6,3.9,11.6,11,11.5,39.35
Vadodara,22.306822650114356,73.2026379921488,0.2209,0.6231,0.1914,58.8,11792.6,0.7504,35.7,860.5,98.0,13.9,2.5,7.6,10,10.3,40.86
Vadodara,22.327591021501284,73.16885167056098,0.2016,0.6505,0.1341,42.8,8388.7,0.7922,37.7,931.2,132.0,15.4,2.0,4.8,3,20.0,32.03
Vadodara,22.28874236715077,73.20219782428548,0.1874,0.5859,0.2216,64.5,7092.5,0.7602,38.5,894.9,129.0,15.5,1.2,8.6,6,9.7,31.5
Vadodara,22.30670826447578,73.16486520310048,0.1697,0.625,0.1826,67.5,8406.9,0.7509,50.5,967.8,111.0,16.9,3.2,11.8,11,11.9,39.22
Vadodara,22.33148015381773,73.16092980524954,0.2414,0.5096,0.1426,47.9,10241.1,0.7492,5.4,929.1,104.0,17.8,2.6,4.6,1,11.5,38.28
Vadodara,22.314688599743544,73.17791840547584,0.2363,0.5026,0.184,54.4,10117.2,0.8433,35.1,907.3,141.0,15.6,2.5,9.5,6,14.1,31.46
Vadodara,22.3119087406489,73.18817467298935,0.2768,0.6399,0.166,61.5,9049.5,0.7248,35.0,922.8,147.0,18.6,0.8,12.6,1,15.8,37.06
Vadodara,22.309429733271532,73.16898684716074,0.214,0.6386,0.2546,84.5,11158.8,0.7434,25.3,928.0,124.0,14.3,2.4,9.8,7,10.8,32.82
Vadodara,22.294574992122453,73.17524461322579,0.3463,0.637,0.1891,67.2,6914.2,0.8897,27.2,1014.9,116.0,13.1,2.7,8.8,10,16.6,38.13
Vadodara,22.29722443793318,73.18705861220526,0.1164,0.5934,0.2373,79.9,13184.2,0.7721,37.8,928.6,117.0,14.9,1.2,11.1,9,16.3,36.6
Vadodara,22.30199603520353,73.17534733834835,0.1786,0.6285,0.1697,52.8,8894.6,0.7155,33.0,856.6,138.0,22.2,1.7,5.5,1,10.6,37.5
Vadodara,22.313636383409168,73.18642921687217,0.2058,0.5223,0.1966,59.2,12514.8,0.753,51.6,904.2,102.0,16.3,2.5,10.5,9,16.5,36.09
Vadodara,22.3362393390985,73.19475016388627,0.2728,0.6102,0.1696,51.8,10643.3,0.6607,46.7,944.8,144.0,12.3,0.8,13.8,3,6.0,30.01
Vadodara,22.29927765583347,73.16977817123549,0.2135,0.6272,0.1659,57.0,12440.1,0.7955,56.8,979.1,172.0,14.2,0.6,7.4,5,13.3,32.87
Vadodara,22.304182633747622,73.17621162058148,0.1959,0.6416,0.1854,64.5,8117.6,0.6524,58.7,930.9,140.0,13.4,0.7,6.2,3,14.5,34.82
Vadodara,22.311862855592942,73.17640127652423,0.1243,0.6102,0.21,71.1,7432.8,0.713,27.4,897.5,128.0,17.3,1.7,9.0,7,7.9,31.95
Vadodara,22.309664779388232,73.18082340286158,0.3498,0.5219,0.1772,54.5,12685.2,0.6472,38.8,889.7,123.0,19.7,1.4,5.1,12,9.1,36.02
Vadodara,22.30493849807578,73.17106450053733,0.1548,0.6162,0.2007,45.2,9710.8,0.844,54.2,962.8,147.0,14.6,3.3,9.3,11,9.9,40.93
Vadodara,22.32603114534563,73.16715052489351,0.2577,0.6434,0.2638,45.4,11487.6,0.8654,33.7,985.2,177.0,15.4,2.1,6.2,5,15.6,34.09
Vadodara,22.303479426486373,73.17531358434506,0.2842,0.631,0.1907,79.6,8007.8,0.7367,33.2,844.2,138.0,17.2,1.2,5.6,7,11.4,33.07
